metric,value
model,mstcn_sep_classwise_conjunctive
millet85_datasets,85
mean_acc_ours,0.8262
mean_acc_millet,0.8445
acc_win_tie_loss,26/20/39
mean_loss_ours,0.517
mean_loss_millet,1.2241
loss_win_tie_loss,60/1/24
mean_aopcr_ours,0.5111
mean_aopcr_millet,4.5532
aopcr_win_tie_loss,3/0/82
overall_ucr_datasets,128
overall_mean_acc,0.824
overall_mean_loss,0.5565
overall_mean_aopcr,0.6054
webtraffic_acc,0.95
webtraffic_ndcg,0.7066
params,269164
model_size_mb,3.539
