dataset,model,encoder,pooling,seed,device,params,model_size_mb,n_train,n_val,n_test,series_length,n_classes,lambda_entropy,test_acc,test_bal_acc,test_auroc,test_loss,test_aopcr,test_ndcg,train_time_s,run_datetime
WebTraffic,seanet_slim_dualstream,sea_mstcn_sep,sea_dualstream_conjunctive,0,cuda,58101,1.4872,400,100,500,1008,10,0.01,0.86,0.86,0.9888,0.498,2.3993,0.7454,56.32,2026-07-25 02:12:48
