dataset,ours_acc,millet_acc,acc_diff,acc_outcome,ours_loss,millet_loss,loss_diff,loss_outcome,ours_aopcr,millet_aopcr,aopcr_diff,aopcr_outcome,params,model_size_mb
ProximalPhalanxTW,0.7951,0.76,0.0351,win,0.5325,2.0198,-1.4873,win,0.5672,5.6975,-5.1303,loss,66724,1.5243
RefrigerationDevices,0.5173,0.5099,0.0074,win,1.1798,6.1414,-4.9616,win,0.2781,4.2486,-3.9705,loss,66502,1.5234
ScreenType,0.424,0.576,-0.152,loss,1.1934,3.6402,-2.4468,win,0.5643,4.2157,-3.6514,loss,66502,1.5234
ShapeletSim,0.4833,0.9089,-0.4256,loss,1.0571,0.2342,0.8229,loss,0.2285,3.429,-3.2005,loss,66428,1.5232
ShapesAll,0.875,0.9283,-0.0533,loss,0.6521,0.4908,0.1613,loss,1.4369,9.5598,-8.1229,loss,70720,1.5395
SmallKitchenAppliances,0.7733,0.7819,-0.0086,loss,0.5209,2.273,-1.7521,win,0.3192,3.9346,-3.6154,loss,66502,1.5234
SonyAIBORobotSurface1,0.8087,0.9338,-0.1251,loss,0.4189,0.3641,0.0548,loss,0.2178,3.2614,-3.0436,loss,66428,1.5232
SonyAIBORobotSurface2,0.8772,0.8269,0.0503,win,0.2637,1.433,-1.1693,win,0.4502,2.9596,-2.5094,loss,66428,1.5232
StarLightCurves,0.9721,0.9769,-0.0048,tie,0.1568,0.2046,-0.0478,win,3.2249,8.4155,-5.1906,loss,66502,1.5234
Strawberry,0.9459,0.9746,-0.0287,loss,0.1844,0.1629,0.0215,loss,0.7477,6.2246,-5.4769,loss,66428,1.5232
SwedishLeaf,0.9408,0.967,-0.0262,loss,0.2822,0.1892,0.093,loss,0.8383,4.1636,-3.3253,loss,67390,1.5267
Symbols,0.9588,0.9576,0.0012,tie,0.2776,0.1578,0.1198,loss,2.0365,2.5618,-0.5253,loss,66724,1.5243
SyntheticControl,0.9933,0.9973,-0.004,tie,0.1182,0.0052,0.113,loss,0.7373,3.3016,-2.5643,loss,66724,1.5243
