Dataset,GAPResNet 0,GAPResNet 1,GAPResNet 2,GAPResNet 3,GAPResNet 4,InstanceResNet 0,InstanceResNet 1,InstanceResNet 2,InstanceResNet 3,InstanceResNet 4,AttentionResNet 0,AttentionResNet 1,AttentionResNet 2,AttentionResNet 3,AttentionResNet 4,AdditiveResNet 0,AdditiveResNet 1,AdditiveResNet 2,AdditiveResNet 3,AdditiveResNet 4,ConjunctiveResNet 0,ConjunctiveResNet 1,ConjunctiveResNet 2,ConjunctiveResNet 3,ConjunctiveResNet 4,GAPResNetEnsemble 0,InstanceResNetEnsemble 0,AttentionResNetEnsemble 0,AdditiveResNetEnsemble 0,ConjunctiveResNetEnsemble 0
WebTraffic,22.63680648803711,20.76540946960449,19.055702209472656,21.6357650756836,23.54409980773925,24.62495803833008,20.146875381469727,22.954391479492188,20.11011505126953,21.73321533203125,3.5695152282714844,4.562252521514893,6.24481725692749,11.106596946716309,12.60535717010498,24.471492767333984,22.46965217590332,21.42578887939453,23.76743698120117,23.40337562561035,21.84101676940918,28.512496948242188,24.527193069458008,21.81946563720703,22.14495658874512,21.11526107788086,22.66460227966309,7.950389862060547,23.459199905395508,24.1196517944336
