Dataset,GAPResNet 0,GAPResNet 1,GAPResNet 2,GAPResNet 3,GAPResNet 4,InstanceResNet 0,InstanceResNet 1,InstanceResNet 2,InstanceResNet 3,InstanceResNet 4,AttentionResNet 0,AttentionResNet 1,AttentionResNet 2,AttentionResNet 3,AttentionResNet 4,AdditiveResNet 0,AdditiveResNet 1,AdditiveResNet 2,AdditiveResNet 3,AdditiveResNet 4,ConjunctiveResNet 0,ConjunctiveResNet 1,ConjunctiveResNet 2,ConjunctiveResNet 3,ConjunctiveResNet 4,GAPResNetEnsemble 0,InstanceResNetEnsemble 0,AttentionResNetEnsemble 0,AdditiveResNetEnsemble 0,ConjunctiveResNetEnsemble 0
WebTraffic,2.130431312252768e-05,1.8720478692557663e-05,1.6732305084588006e-05,1.242086636921158e-05,2.1613641365547664e-05,3.581148848752491e-05,1.810898174881004e-05,1.227741904585855e-05,1.854201764217578e-05,1.9392167814658023e-05,1.8705233742366545e-05,1.877289287222084e-05,1.949953184521292e-05,1.625045479158871e-05,6.028971256455407e-06,2.24787127081072e-05,2.1493719032150693e-05,1.49931120176916e-05,1.2059944310749415e-05,1.0196782568527851e-05,5.975613021291792e-06,2.196877721871715e-05,2.269564720336348e-05,1.7591024516150355e-05,2.014121128013357e-05,6.372561529133236e-06,7.562876362499082e-06,6.629306426475523e-06,7.247051598824328e-06,6.302211659203749e-06
