epoch,loss,monitored,best_epoch
1,1.8185150623321533,train_loss,1190
2,1.3920612335205078,train_loss,1190
3,1.1524748802185059,train_loss,1190
4,0.8767550587654114,train_loss,1190
5,0.8407406210899353,train_loss,1190
6,0.8376057744026184,train_loss,1190
7,1.331860899925232,train_loss,1190
8,0.5346171855926514,train_loss,1190
9,0.7524101138114929,train_loss,1190
10,0.5572856068611145,train_loss,1190
11,0.388805091381073,train_loss,1190
12,0.43279120326042175,train_loss,1190
13,0.3301847279071808,train_loss,1190
14,0.29801857471466064,train_loss,1190
15,0.4568646252155304,train_loss,1190
16,0.36857420206069946,train_loss,1190
17,0.7787840366363525,train_loss,1190
18,0.2212851643562317,train_loss,1190
19,0.2537934184074402,train_loss,1190
20,0.27703025937080383,train_loss,1190
21,0.7956994771957397,train_loss,1190
22,0.1399267017841339,train_loss,1190
23,0.12643270194530487,train_loss,1190
24,0.2163992077112198,train_loss,1190
25,0.12737858295440674,train_loss,1190
26,0.28714480996131897,train_loss,1190
27,0.13069148361682892,train_loss,1190
28,0.12428964674472809,train_loss,1190
29,0.36390119791030884,train_loss,1190
30,0.09281633794307709,train_loss,1190
31,0.17247804999351501,train_loss,1190
32,0.10630866885185242,train_loss,1190
33,0.07876910269260406,train_loss,1190
34,0.09051647037267685,train_loss,1190
35,0.09063779562711716,train_loss,1190
36,0.0637708380818367,train_loss,1190
37,0.04590494930744171,train_loss,1190
38,0.03583940491080284,train_loss,1190
39,0.06337911635637283,train_loss,1190
40,0.04916032776236534,train_loss,1190
41,0.2573721408843994,train_loss,1190
42,0.018761586397886276,train_loss,1190
43,0.015357707627117634,train_loss,1190
44,0.022933585569262505,train_loss,1190
45,0.021794965490698814,train_loss,1190
46,0.010413084179162979,train_loss,1190
47,0.008118333294987679,train_loss,1190
48,0.024265605956315994,train_loss,1190
49,0.016544170677661896,train_loss,1190
50,0.008398068137466908,train_loss,1190
51,0.05299912393093109,train_loss,1190
52,0.007940687239170074,train_loss,1190
53,0.018101848661899567,train_loss,1190
54,0.009801642969250679,train_loss,1190
55,0.008970275521278381,train_loss,1190
56,0.007168272510170937,train_loss,1190
57,0.010364027693867683,train_loss,1190
58,0.04950221627950668,train_loss,1190
59,0.06105123087763786,train_loss,1190
60,0.07447382807731628,train_loss,1190
61,0.027466803789138794,train_loss,1190
62,0.021052751690149307,train_loss,1190
63,0.1884005069732666,train_loss,1190
64,0.2666056752204895,train_loss,1190
65,0.06601530313491821,train_loss,1190
66,0.23367533087730408,train_loss,1190
67,0.10003739595413208,train_loss,1190
68,0.24606704711914062,train_loss,1190
69,0.07360648363828659,train_loss,1190
70,0.04495842382311821,train_loss,1190
71,0.03221362829208374,train_loss,1190
72,0.010517355054616928,train_loss,1190
73,0.006474995985627174,train_loss,1190
74,0.003114904509857297,train_loss,1190
75,0.0061035980470478535,train_loss,1190
76,0.002879665233194828,train_loss,1190
77,0.0024586340878158808,train_loss,1190
78,0.0023673358373343945,train_loss,1190
79,0.0033253198489546776,train_loss,1190
80,0.0024478938430547714,train_loss,1190
81,0.0017268353840336204,train_loss,1190
82,0.0015996018191799521,train_loss,1190
83,0.0017874204786494374,train_loss,1190
84,0.001458914251998067,train_loss,1190
85,0.0012611299753189087,train_loss,1190
86,0.001825090846978128,train_loss,1190
87,0.0016265828162431717,train_loss,1190
88,0.0013440101174637675,train_loss,1190
89,0.0015271550510078669,train_loss,1190
90,0.0014340976485982537,train_loss,1190
91,0.0013215359067544341,train_loss,1190
92,0.0013249474577605724,train_loss,1190
93,0.0010390850948169827,train_loss,1190
94,0.0009163133800029755,train_loss,1190
95,0.0009102935437113047,train_loss,1190
96,0.0012333058984950185,train_loss,1190
97,0.0011596508556976914,train_loss,1190
98,0.0022410419769585133,train_loss,1190
99,0.004338882863521576,train_loss,1190
100,0.003637478221207857,train_loss,1190
101,0.01286026556044817,train_loss,1190
102,0.036376480013132095,train_loss,1190
103,0.01951584964990616,train_loss,1190
104,0.20408979058265686,train_loss,1190
105,1.2811284065246582,train_loss,1190
106,0.04469241201877594,train_loss,1190
107,0.023160016164183617,train_loss,1190
108,0.01227747555822134,train_loss,1190
109,0.04279882460832596,train_loss,1190
110,0.02480238676071167,train_loss,1190
111,0.03917442262172699,train_loss,1190
112,0.003333546221256256,train_loss,1190
113,0.0029246178455650806,train_loss,1190
114,0.046404335647821426,train_loss,1190
115,0.022715149447321892,train_loss,1190
116,0.024583540856838226,train_loss,1190
117,0.06422155350446701,train_loss,1190
118,0.04488268494606018,train_loss,1190
119,0.0053171939216554165,train_loss,1190
120,0.014339103363454342,train_loss,1190
121,0.02643600106239319,train_loss,1190
122,0.0206866767257452,train_loss,1190
123,0.27813515067100525,train_loss,1190
124,0.009620632976293564,train_loss,1190
125,0.266819566488266,train_loss,1190
126,0.03611183911561966,train_loss,1190
127,0.014246425591409206,train_loss,1190
128,0.07199045270681381,train_loss,1190
129,0.0617346428334713,train_loss,1190
130,0.013149958103895187,train_loss,1190
131,0.007297252770513296,train_loss,1190
132,0.0030842784326523542,train_loss,1190
133,0.0032254557590931654,train_loss,1190
134,0.004186478443443775,train_loss,1190
135,0.0018719581421464682,train_loss,1190
136,0.0014526686863973737,train_loss,1190
137,0.0010351145174354315,train_loss,1190
138,0.0007469432894140482,train_loss,1190
139,0.0010526191908866167,train_loss,1190
140,0.0008046167786233127,train_loss,1190
141,0.0009758674423210323,train_loss,1190
142,0.0011387100676074624,train_loss,1190
143,0.0007774311234243214,train_loss,1190
144,0.0006290348246693611,train_loss,1190
145,0.0005528887850232422,train_loss,1190
146,0.00043462481698952615,train_loss,1190
147,0.00039045492303557694,train_loss,1190
148,0.0004081372171640396,train_loss,1190
149,0.0004086682456545532,train_loss,1190
150,0.0010358968283981085,train_loss,1190
151,0.00049834162928164,train_loss,1190
152,0.0003773696662392467,train_loss,1190
153,0.00038002352812327445,train_loss,1190
154,0.0003973126586060971,train_loss,1190
155,0.00035867202677764,train_loss,1190
156,0.0003658370114862919,train_loss,1190
157,0.00036955508403480053,train_loss,1190
158,0.000329515227349475,train_loss,1190
159,0.0003025378391612321,train_loss,1190
160,0.00032623676816001534,train_loss,1190
161,0.00027012903592549264,train_loss,1190
162,0.00024227864923886955,train_loss,1190
163,0.00023764204524923116,train_loss,1190
164,0.00025292314239777625,train_loss,1190
165,0.00022558652563020587,train_loss,1190
166,0.00023389517446048558,train_loss,1190
167,0.00019803161558229476,train_loss,1190
168,0.00024089815269690007,train_loss,1190
169,0.00021741646924056113,train_loss,1190
170,0.00030977214919403195,train_loss,1190
171,0.000320860039209947,train_loss,1190
172,0.0003090934769716114,train_loss,1190
