epoch,loss,monitored,best_epoch
1,0.9747135043144226,train_loss,1357
2,0.9649280309677124,train_loss,1357
3,0.9696704149246216,train_loss,1357
4,0.9653288722038269,train_loss,1357
5,1.0119495391845703,train_loss,1357
6,0.9568603038787842,train_loss,1357
7,0.9371893405914307,train_loss,1357
8,0.9408291578292847,train_loss,1357
9,0.9368507266044617,train_loss,1357
10,0.9744443893432617,train_loss,1357
11,0.9832524061203003,train_loss,1357
12,0.9295183420181274,train_loss,1357
13,1.000401496887207,train_loss,1357
14,0.9110682010650635,train_loss,1357
15,1.0122119188308716,train_loss,1357
16,0.9182400107383728,train_loss,1357
17,0.9664639234542847,train_loss,1357
18,0.9091362357139587,train_loss,1357
19,0.8962939381599426,train_loss,1357
20,6.151768207550049,train_loss,1357
21,0.849098801612854,train_loss,1357
22,0.8022769093513489,train_loss,1357
23,1.3213378190994263,train_loss,1357
24,0.8213128447532654,train_loss,1357
25,1.1718058586120605,train_loss,1357
26,0.9205710291862488,train_loss,1357
27,0.7875874638557434,train_loss,1357
28,0.8500133752822876,train_loss,1357
29,0.7305548191070557,train_loss,1357
30,0.7483670115470886,train_loss,1357
31,1.6353422403335571,train_loss,1357
32,1.8793587684631348,train_loss,1357
33,1.203925371170044,train_loss,1357
34,0.7074011564254761,train_loss,1357
35,0.6727387309074402,train_loss,1357
36,0.5781075954437256,train_loss,1357
37,1.529462456703186,train_loss,1357
38,1.7216706275939941,train_loss,1357
39,0.5524561405181885,train_loss,1357
40,0.5659439563751221,train_loss,1357
41,0.9950908422470093,train_loss,1357
42,0.658974826335907,train_loss,1357
43,0.7405598759651184,train_loss,1357
44,0.5230690836906433,train_loss,1357
45,0.7442646026611328,train_loss,1357
46,0.6985905766487122,train_loss,1357
47,0.5678821802139282,train_loss,1357
48,0.8418647646903992,train_loss,1357
49,0.39467787742614746,train_loss,1357
50,0.45386210083961487,train_loss,1357
51,0.32226258516311646,train_loss,1357
52,0.30552810430526733,train_loss,1357
53,0.7309396266937256,train_loss,1357
54,0.6743666529655457,train_loss,1357
55,0.3511335253715515,train_loss,1357
56,0.2600322365760803,train_loss,1357
57,0.25940102338790894,train_loss,1357
58,0.3114599585533142,train_loss,1357
59,0.3738144338130951,train_loss,1357
60,0.38890746235847473,train_loss,1357
61,4.20752477645874,train_loss,1357
62,0.24716901779174805,train_loss,1357
63,0.5478741526603699,train_loss,1357
64,0.2611652910709381,train_loss,1357
65,0.24163125455379486,train_loss,1357
66,0.2903977930545807,train_loss,1357
67,0.8167859315872192,train_loss,1357
68,0.479917049407959,train_loss,1357
69,0.6801189184188843,train_loss,1357
70,0.13102278113365173,train_loss,1357
71,0.702237069606781,train_loss,1357
72,0.31943970918655396,train_loss,1357
73,0.16014640033245087,train_loss,1357
74,1.076390266418457,train_loss,1357
75,0.15295648574829102,train_loss,1357
76,0.16595913469791412,train_loss,1357
77,0.1553463339805603,train_loss,1357
78,0.3422459065914154,train_loss,1357
79,0.09327584505081177,train_loss,1357
80,2.5442259311676025,train_loss,1357
81,0.5893264412879944,train_loss,1357
82,0.5267901420593262,train_loss,1357
83,0.2125980705022812,train_loss,1357
84,0.6660743951797485,train_loss,1357
85,0.1413441002368927,train_loss,1357
86,0.4379553198814392,train_loss,1357
87,0.1027810201048851,train_loss,1357
88,0.2504602074623108,train_loss,1357
89,0.7691254615783691,train_loss,1357
90,1.4942961931228638,train_loss,1357
91,0.17470522224903107,train_loss,1357
92,0.07145892828702927,train_loss,1357
93,0.0511598102748394,train_loss,1357
94,0.19342273473739624,train_loss,1357
95,0.044025763869285583,train_loss,1357
96,0.10957488417625427,train_loss,1357
97,0.06443428248167038,train_loss,1357
98,0.02763741835951805,train_loss,1357
99,0.03596130758523941,train_loss,1357
100,0.06307167559862137,train_loss,1357
101,0.5776289701461792,train_loss,1357
102,0.1341618299484253,train_loss,1357
103,0.03573967143893242,train_loss,1357
104,0.1957036703824997,train_loss,1357
105,0.03146088123321533,train_loss,1357
106,0.032256703823804855,train_loss,1357
107,0.012484857812523842,train_loss,1357
108,0.017484333366155624,train_loss,1357
109,0.2875872254371643,train_loss,1357
