epoch,train_loss,train_acc,val_loss,val_acc,monitored,best_epoch
157,0.663027,0.9925,1.01959,0.85,val_loss,112
158,0.663601,0.9925,1.054802,0.81,val_loss,112
159,0.663028,0.9975,0.945287,0.88,val_loss,112
160,0.656005,0.9975,1.07939,0.83,val_loss,112
161,0.653335,1.0,1.006228,0.86,val_loss,112
162,0.65577,1.0,0.957019,0.88,val_loss,112
163,0.650444,1.0,0.979826,0.82,val_loss,112
164,0.655322,1.0,1.061625,0.85,val_loss,112
165,0.656696,1.0,1.001935,0.85,val_loss,112
166,0.650415,1.0,0.995299,0.86,val_loss,112
167,0.644125,1.0,0.959089,0.87,val_loss,112
168,0.643655,1.0,0.973757,0.87,val_loss,112
169,0.642405,1.0,0.985928,0.87,val_loss,112
170,0.643785,1.0,1.009883,0.82,val_loss,112
171,0.643309,1.0,0.961617,0.87,val_loss,112
172,0.639345,1.0,0.944986,0.88,val_loss,112
