metric,value
model,seanet_gated_max_attnmax__mstcn_sep_gated_attention_max
millet85_datasets,0
overall_ucr_datasets,0
webtraffic_acc,0.886
webtraffic_ndcg,0.5754
params,61750
model_size_mb,1.503
