Dataset,GAPFCN 0,GAPFCN 1,GAPFCN 2,GAPFCN 3,GAPFCN 4,InstanceFCN 0,InstanceFCN 1,InstanceFCN 2,InstanceFCN 3,InstanceFCN 4,AttentionFCN 0,AttentionFCN 1,AttentionFCN 2,AttentionFCN 3,AttentionFCN 4,AdditiveFCN 0,AdditiveFCN 1,AdditiveFCN 2,AdditiveFCN 3,AdditiveFCN 4,ConjunctiveFCN 0,ConjunctiveFCN 1,ConjunctiveFCN 2,ConjunctiveFCN 3,ConjunctiveFCN 4,GAPFCNEnsemble 0,InstanceFCNEnsemble 0,AttentionFCNEnsemble 0,AdditiveFCNEnsemble 0,ConjunctiveFCNEnsemble 0
Fish,2.9747834560112096e-05,3.406036557862535e-05,4.439512122189626e-05,3.283891419414431e-05,3.24256434396375e-05,3.843885860987939e-05,2.337291334697511e-05,6.777993257855996e-05,5.269343819236383e-05,5.0557468057377264e-05,6.590827979380265e-05,9.303721162723376e-05,4.536724009085447e-05,5.982201400911436e-05,4.625420115189627e-05,7.040706259431317e-05,3.6280020140111446e-05,5.694914216292091e-05,0.0001087883938453,8.75665427884087e-05,6.335134821711108e-05,7.214915240183473e-05,9.360297553939743e-05,4.1786835936363786e-05,8.981745486380532e-05,3.048894359380938e-05,3.691730307764374e-05,5.264975698082708e-05,6.013923484715633e-05,6.007696356391534e-05
FordA,0.0004203159187454,0.0003903467732015,0.0004024052759632,0.0004218925896566,0.0004507919657044,0.0004418076132424,0.0003775978111661,0.0002240470930701,0.0005237372242845,0.0002185297053074,0.0002558793057687,0.0002898174861911,0.0002784508105833,0.0002958424738608,0.0003303615085314,0.0002789704594761,0.0003070047241635,0.0001612265914445,0.0002260400360682,0.0001568774896441,0.0001507430715719,0.0002076155506074,0.0004411009140312,0.0002601305022835,0.0004504450189415,0.000289106828859,0.0001875573798315,7.845484651625156e-05,5.600469739874825e-05,8.704776701051742e-05
FordB,0.000160286319442,0.0001869628176791,8.988424815470353e-05,0.0001222897262778,0.0001035644527291,9.641900396673007e-05,0.0001369251112919,0.000149618164869,0.0001234758383361,9.797725215321408e-05,0.0001466010726289,0.000200629569008,0.0001282191369682,0.0001346024364465,0.0001587389560882,0.0001037413094309,7.293310773093253e-05,0.0001689352648099,7.474963058484718e-05,0.0001239616249222,9.72786801867187e-05,0.0001239155826624,8.752480061957613e-05,0.000124224461615,9.579805191606285e-05,8.611675002612174e-05,8.02576178102754e-05,3.755640500457957e-05,2.730283631535713e-05,3.0034763767616823e-05
GunPoint,1.3944859347247984e-05,1.394475930283079e-05,1.4478773664450271e-05,8.935767255024984e-06,3.0372197215911e-05,9.99903932097368e-06,9.624824997445104e-06,2.9958400773466565e-05,1.4674325029773172e-05,5.080620667285984e-06,1.6166784917004406e-05,2.307874183316017e-06,1.5902469385764562e-06,1.0964556167891716e-05,2.930150458269054e-06,4.74926264359965e-06,3.573869435058441e-06,1.4948792568247882e-06,5.593238256551558e-06,1.5702416931162588e-05,2.017015731325955e-06,7.772435992592364e-07,5.5765585784683935e-06,4.982940140507708e-07,8.469635940855369e-05,1.3158008187019732e-05,9.493676770944148e-06,2.89439026346372e-06,2.9444533993228106e-06,2.424709009574144e-06
Ham,0.0002241653419332,0.0002078271209029,0.000270868273219,0.0002689372049644,0.0001993865880649,0.0002231578400824,0.0004368855734355,0.0003830213390756,0.0001795897842384,0.0003213146992493,9.197348117595538e-05,0.000117611773021,6.455947732320055e-05,0.0001143406625487,0.000140607371577,0.000112026289571,4.0595830796519294e-05,0.0001392663252772,7.24705751053989e-05,7.230812479974702e-05,6.617896724492311e-05,0.00021164843929,3.962552727898583e-05,0.0001457395701436,3.6944613384548575e-05,0.0002084000298054,0.0002638566074892,8.697185694472864e-05,6.580912304343656e-05,6.246332486625761e-05
HandOutlines,0.2288170009851455,0.2125021964311599,0.2078066617250442,0.2105217278003692,0.2154316306114196,0.2154371589422226,0.2065872699022293,0.1991248130798339,0.2217214107513427,0.2200230956077575,0.0043608811683952,0.0155215356498956,0.0067373802885413,0.0070017692632973,0.0155960097908973,0.0063486322760581,0.0121298562735319,0.0104768518358469,0.007786707021296,0.0106237456202507,0.0046004792675375,0.006717478390783,0.002558933570981,0.0145632736384868,0.0035935875494033,0.2049373686313629,0.1995946317911148,0.0036843831185251,0.0044189253821969,0.0023867394775152
Haptics,0.0059306481853127,0.0103090424090623,0.0091372979804873,0.0054315677843987,0.0052890288643538,0.0114760193973779,0.0090909376740455,0.0117705492302775,0.0090471412986516,0.0102370176464319,0.0052537960000336,0.0044209663756191,0.0039634141139686,0.0043987352401018,0.0022276067174971,0.002260980894789,0.0022947287652641,0.0024462684523314,0.0031480113975703,0.0026095896027982,0.0033019233960658,0.0034792642109096,0.0029752601403743,0.0027772889006882,0.0051855179481208,0.0046778675168752,0.0070532876998186,0.0028189637232571,0.00188346253708,0.0025142400991171
Herring,0.0013557104393839,0.0013835196150466,0.001275222050026,0.0017017369391396,0.0006204924429766,0.0014011295279487,0.0017252214020118,0.0009745081188157,0.0013911469141021,0.001788260648027,0.0005550959031097,0.0002726861857809,0.0001434999430784,0.0008686148212291,0.0007295053801499,0.0004107347922399,0.0005902091506868,0.0007088174461387,0.0007937927148304,0.000648098764941,0.0004086137341801,0.0005350589635781,0.0008383904932998,0.0007206373265944,0.0004403442435432,0.0008410006994381,0.0010628913296386,0.0003393822989892,0.0004604648565873,0.0004515583859756
InlineSkate,0.0684170946478843,0.0635792315006256,0.0609419681131839,0.0474090427160263,0.0545456856489181,0.0877000913023948,0.0352798886597156,0.0901127606630325,0.0447910130023956,0.073402851819992,0.0377477295696735,0.0126274619251489,0.0066209803335368,0.0071154879406094,0.0275718998163938,0.0112939830869436,0.0142350792884826,0.0065894876606762,0.0157904233783483,0.0226916223764419,0.0091775758191943,0.0156286042183637,0.0507391393184661,0.0103208906948566,0.0189088974148035,0.0364862382411956,0.0342802144587039,0.0087977228686213,0.008875579573214,0.0107556553557515
InsectWingbeatSound,0.0002241087786387,0.0002081236161757,0.0002561821311246,0.0002120320132235,0.0001859203766798,0.0003697391657624,0.0002698735333979,0.0002429342275718,0.0003733981866389,0.0002922157291322,0.0002128713676938,0.0003624044475145,0.0002294192381668,0.0002780640788841,0.0003128983953502,0.0002052862837444,0.0001949922298081,0.0002325626410311,0.0002580938744358,0.0001943470124388,0.0002062553394353,0.0002174769324483,0.0001974518090719,0.0003409518685657,0.0002307854883838,0.0001793930277926,0.0002622320898808,0.0002230304526165,0.0001798217272153,0.0002012992481468
ItalyPowerDemand,9.59011003942578e-07,1.2508057807281148e-06,3.700822901464562e-07,5.675776719726855e-07,4.501481214447267e-07,3.816450316662667e-06,8.024346129786863e-07,1.0088265298691113e-06,8.593733014095051e-07,7.4550229101078e-07,2.063917889927325e-07,1.5995240119082157e-06,2.7044444550483604e-07,6.245119834602519e-07,8.184514399545152e-08,5.515651579912628e-08,3.1260594823834253e-06,1.779242975175066e-09,1.1404922588553743e-06,2.4909400764272505e-08,1.8504108822980925e-07,1.2454701270314672e-08,1.441186157080665e-07,2.3130095883061585e-07,1.987371888390044e-06,5.373310614231741e-07,7.615151957907074e-07,2.828990375292051e-07,1.1742999106445497e-07,1.370016065038726e-07
LargeKitchenAppliances,9.682149539003149e-06,3.440642467467114e-05,3.078969893977046e-05,4.295278267818503e-05,1.839509059209377e-05,4.215680019115098e-05,3.4373297239653766e-05,4.38543465861585e-05,3.830858986475505e-05,3.968545206589624e-05,2.166438935091719e-05,2.906742156483233e-05,6.204618330230005e-06,1.7238031432498246e-05,3.0658124160254374e-05,1.0733911040006204e-05,5.039637017034693e-06,9.094742381421383e-06,1.9437602531979792e-05,1.492104183853371e-05,1.4063028174859936e-05,1.7046957509592175e-05,9.174061233352404e-06,8.055634680204093e-06,3.0787428840994835e-05,1.9092696675215848e-05,3.300564276287332e-05,1.5064798390085343e-05,9.19367630558554e-06,1.1902764526894316e-05
Lightning2,8.525655721314251e-05,4.160322350799106e-05,0.000116965980851,8.200750744435936e-05,8.310682460432872e-05,0.0001058179695974,0.0001208992835017,0.0001512211456429,8.729829278308898e-05,0.0001645110896788,7.659082257305272e-06,1.442996654077433e-05,2.7390993636799976e-05,1.0158409168070648e-05,1.0812035725393798e-05,4.38559873146005e-05,6.898163974256022e-06,7.194423960754648e-05,7.192208158812719e-06,4.94043342769146e-05,4.106394771952182e-05,6.789631152059883e-05,4.852361234952696e-05,6.470553489634767e-05,5.431812314782292e-05,6.844301969977096e-05,0.0001059180358424,1.1036580872314516e-05,1.9648921806947328e-05,4.5519540435634553e-05
