metric,value
model,seanet_gated_max__mstcn_sep_gated_classwise_conjunctive
millet85_datasets,85
mean_acc_ours,0.8237
mean_acc_millet,0.8445
acc_win_tie_loss,20/17/48
mean_loss_ours,0.5214
mean_loss_millet,1.2241
loss_win_tie_loss,61/0/24
mean_aopcr_ours,0.6192
mean_aopcr_millet,4.5532
aopcr_win_tie_loss,4/0/81
overall_ucr_datasets,128
overall_mean_acc,0.8231
overall_mean_loss,0.5594
overall_mean_aopcr,0.7164
webtraffic_acc,0.944
webtraffic_ndcg,0.5924
params,61740
model_size_mb,1.502
