dataset,ours_acc,millet_acc,acc_diff,acc_outcome,ours_loss,millet_loss,loss_diff,loss_outcome,ours_aopcr,millet_aopcr,aopcr_diff,aopcr_outcome,params,model_size_mb
Adiac,0.7494,0.8317,-0.0823,loss,0.9201,1.028,-0.1079,win,-0.2705,15.8906,-16.1611,loss,60090,1.4962
ArrowHead,0.84,0.8377,0.0023,tie,0.3967,1.0053,-0.6086,win,1.3657,3.2005,-1.8348,loss,57574,1.4867
Beef,0.8333,0.8467,-0.0134,loss,0.564,0.965,-0.401,win,0.7968,5.4866,-4.6898,loss,57722,1.4872
BeetleFly,0.85,0.92,-0.07,loss,0.306,0.2905,0.0155,loss,1.1769,1.2424,-0.0655,tie,57500,1.4864
BirdChicken,0.95,0.94,0.01,win,0.1859,0.1447,0.0412,loss,1.2971,3.3665,-2.0694,loss,57500,1.4864
Car,0.9167,0.92,-0.0033,tie,0.3044,0.4259,-0.1215,win,-0.0275,6.6173,-6.6448,loss,57648,1.487
CBF,0.9989,0.9998,-0.0009,tie,0.0994,0.0007,0.0987,loss,0.9206,3.5827,-2.6621,loss,57574,1.4867
ChlorineConcentration,0.5982,0.8576,-0.2594,loss,0.8426,0.9747,-0.1321,win,0.8047,2.1418,-1.3371,loss,57574,1.4867
CinCECGTorso,0.7036,0.8239,-0.1203,loss,0.7461,0.9547,-0.2086,win,2.5026,4.7745,-2.2719,loss,57648,1.487
Coffee,1.0,1.0,0.0,tie,0.0548,0.0,0.0548,loss,1.1879,3.4889,-2.301,loss,57500,1.4864
Computers,0.688,0.7688,-0.0808,loss,0.6318,2.1231,-1.4913,win,0.527,3.4427,-2.9157,loss,57500,1.4864
CricketX,0.8179,0.8267,-0.0088,loss,0.7175,0.9717,-0.2542,win,1.362,4.5072,-3.1452,loss,58240,1.4892
CricketY,0.8359,0.8231,0.0128,win,0.6189,0.9759,-0.357,win,1.454,4.8896,-3.4356,loss,58240,1.4892
CricketZ,0.8359,0.8574,-0.0215,loss,0.6164,0.8017,-0.1853,win,1.2822,4.7715,-3.4893,loss,58240,1.4892
DiatomSizeReduction,0.9542,0.9719,-0.0177,loss,0.1681,0.0944,0.0737,loss,0.9173,1.0258,-0.1085,loss,57648,1.487
DistalPhalanxOutlineAgeGroup,0.7698,0.7151,0.0547,win,0.5626,2.5757,-2.0131,win,0.4836,2.4343,-1.9507,loss,57574,1.4867
DistalPhalanxOutlineCorrect,0.75,0.7703,-0.0203,loss,0.5504,2.0843,-1.5339,win,0.2685,0.6399,-0.3714,loss,57500,1.4864
DistalPhalanxTW,0.6978,0.6604,0.0374,win,0.7947,2.8454,-2.0507,win,1.6106,3.1209,-1.5103,loss,57796,1.4875
Earthquakes,0.7482,0.7252,0.023,win,0.5529,2.0855,-1.5326,win,0.151,3.4927,-3.3417,loss,57500,1.4864
ECG200,0.9,0.896,0.004,tie,0.2605,0.8048,-0.5443,win,0.0951,2.8601,-2.765,loss,57500,1.4864
ECG5000,0.9449,0.9419,0.003,tie,0.2388,0.6952,-0.4564,win,0.4855,6.7025,-6.217,loss,57722,1.4872
ECGFiveDays,1.0,1.0,0.0,tie,0.0449,0.0,0.0449,loss,-0.0054,4.7579,-4.7633,loss,57500,1.4864
ElectricDevices,0.7397,0.712,0.0277,win,0.9181,5.5714,-4.6533,win,0.7549,4.6437,-3.8888,loss,57870,1.4878
FaceAll,0.8071,0.9528,-0.1457,loss,0.7927,0.2954,0.4973,loss,0.2534,3.9975,-3.7441,loss,58388,1.4897
FaceFour,0.9205,0.9591,-0.0386,loss,0.2327,0.468,-0.2353,win,1.1341,6.4735,-5.3394,loss,57648,1.487
FacesUCR,0.961,0.9597,0.0013,tie,0.2129,0.1909,0.022,loss,1.0568,3.1775,-2.1207,loss,58388,1.4897
FiftyWords,0.811,0.8352,-0.0242,loss,0.8343,1.0207,-0.1864,win,1.7259,3.3053,-1.5794,loss,61052,1.5
Fish,0.9714,0.9806,-0.0092,loss,0.1802,0.2986,-0.1184,win,0.9998,5.4842,-4.4844,loss,57870,1.4878
FordA,0.9629,0.9541,0.0088,win,0.1383,0.4398,-0.3015,win,-0.1116,2.7146,-2.8262,loss,57500,1.4864
FordB,0.8259,0.8499,-0.024,loss,0.3718,1.4783,-1.1065,win,0.5125,1.6448,-1.1323,loss,57500,1.4864
GunPoint,0.9933,0.9853,0.008,win,0.0736,0.0533,0.0203,loss,0.7012,4.0108,-3.3096,loss,57500,1.4864
Ham,0.6571,0.7086,-0.0515,loss,0.6581,1.7929,-1.1348,win,1.1026,3.9279,-2.8253,loss,57500,1.4864
HandOutlines,0.9378,0.9476,-0.0098,loss,0.2072,0.3636,-0.1564,win,2.0214,12.7111,-10.6897,loss,57500,1.4864
Haptics,0.4481,0.524,-0.0759,loss,1.6321,3.2084,-1.5763,win,2.1256,5.9916,-3.866,loss,57722,1.4872
Herring,0.6562,0.5781,0.0781,win,0.9341,3.3086,-2.3745,win,0.9537,4.6122,-3.6585,loss,57500,1.4864
InlineSkate,0.3036,0.4913,-0.1877,loss,1.7617,2.5766,-0.8149,win,2.7015,8.1641,-5.4626,loss,57870,1.4878
InsectWingbeatSound,0.6071,0.6146,-0.0075,loss,1.0406,2.598,-1.5574,win,0.6932,2.7342,-2.041,loss,58166,1.4889
