Dataset,GAPInceptionTime 0,GAPInceptionTime 1,GAPInceptionTime 2,GAPInceptionTime 3,GAPInceptionTime 4,InstanceInceptionTime 0,InstanceInceptionTime 1,InstanceInceptionTime 2,InstanceInceptionTime 3,InstanceInceptionTime 4,AttentionInceptionTime 0,AttentionInceptionTime 1,AttentionInceptionTime 2,AttentionInceptionTime 3,AttentionInceptionTime 4,AdditiveInceptionTime 0,AdditiveInceptionTime 1,AdditiveInceptionTime 2,AdditiveInceptionTime 3,AdditiveInceptionTime 4,ConjunctiveInceptionTime 0,ConjunctiveInceptionTime 1,ConjunctiveInceptionTime 2,ConjunctiveInceptionTime 3,ConjunctiveInceptionTime 4,GAPInceptionTimeEnsemble 0,InstanceInceptionTimeEnsemble 0,AttentionInceptionTimeEnsemble 0,AdditiveInceptionTimeEnsemble 0,ConjunctiveInceptionTimeEnsemble 0
WebTraffic,16.386938095092773,15.142394065856934,13.918643951416016,13.672137260437012,17.097612380981445,14.98268985748291,14.61924171447754,15.396525382995604,15.60942840576172,17.464717864990234,2.030815839767456,1.9008688926696773,2.554908514022827,-0.5879614353179932,3.058164358139038,15.11333465576172,14.262958526611328,14.089978218078612,13.37131690979004,11.817237854003906,14.306967735290527,15.693011283874512,14.90992832183838,16.472854614257812,16.548141479492188,14.775164604187012,15.567320823669434,1.6860582828521729,12.819552421569824,13.835749626159668
