epoch,loss,monitored,best_epoch
1,1.5377014875411987,train_loss,1476
2,1.0802990198135376,train_loss,1476
3,0.7960891723632812,train_loss,1476
4,0.4771580398082733,train_loss,1476
5,0.6630483269691467,train_loss,1476
6,0.291679710149765,train_loss,1476
7,0.614592969417572,train_loss,1476
8,0.9295361042022705,train_loss,1476
9,0.31298306584358215,train_loss,1476
10,0.25500670075416565,train_loss,1476
11,1.1719106435775757,train_loss,1476
12,2.7515504360198975,train_loss,1476
13,0.21122142672538757,train_loss,1476
14,0.259016215801239,train_loss,1476
15,0.8410332202911377,train_loss,1476
16,0.3632684051990509,train_loss,1476
17,0.5097535848617554,train_loss,1476
18,0.19365321099758148,train_loss,1476
19,0.30481791496276855,train_loss,1476
20,0.13444142043590546,train_loss,1476
21,0.27352195978164673,train_loss,1476
22,0.5869425535202026,train_loss,1476
23,1.163301706314087,train_loss,1476
24,0.2825479209423065,train_loss,1476
25,0.5042354464530945,train_loss,1476
26,0.17007644474506378,train_loss,1476
27,0.1272481232881546,train_loss,1476
28,0.24399718642234802,train_loss,1476
29,0.105032779276371,train_loss,1476
30,0.05492578446865082,train_loss,1476
31,0.1318005919456482,train_loss,1476
32,0.05508113279938698,train_loss,1476
33,0.1608351469039917,train_loss,1476
34,0.08332590758800507,train_loss,1476
35,0.6729131937026978,train_loss,1476
36,0.09035249054431915,train_loss,1476
37,0.2701358199119568,train_loss,1476
38,0.10778392851352692,train_loss,1476
39,0.10395785421133041,train_loss,1476
40,0.12281598895788193,train_loss,1476
41,0.05098644644021988,train_loss,1476
42,0.041148293763399124,train_loss,1476
43,0.07478877156972885,train_loss,1476
44,1.2656077146530151,train_loss,1476
45,0.20361323654651642,train_loss,1476
46,0.12500891089439392,train_loss,1476
47,0.1286085993051529,train_loss,1476
48,0.9490053653717041,train_loss,1476
49,0.03075229376554489,train_loss,1476
50,0.08160083740949631,train_loss,1476
51,0.024209242314100266,train_loss,1476
52,0.021768605336546898,train_loss,1476
53,0.24807070195674896,train_loss,1476
54,0.1078847274184227,train_loss,1476
55,0.19118313491344452,train_loss,1476
56,0.05286474525928497,train_loss,1476
57,0.07661035656929016,train_loss,1476
58,0.44190558791160583,train_loss,1476
59,0.0757196694612503,train_loss,1476
60,0.022626463323831558,train_loss,1476
61,0.028650948777794838,train_loss,1476
62,0.08898694813251495,train_loss,1476
63,0.2849748730659485,train_loss,1476
64,0.2109510451555252,train_loss,1476
65,0.016123704612255096,train_loss,1476
66,0.034596141427755356,train_loss,1476
67,0.06467136740684509,train_loss,1476
68,0.020420856773853302,train_loss,1476
69,0.017335420474410057,train_loss,1476
70,0.025351867079734802,train_loss,1476
71,0.24190166592597961,train_loss,1476
72,0.0619330033659935,train_loss,1476
73,0.2493821382522583,train_loss,1476
74,0.040579479187726974,train_loss,1476
75,0.05185447260737419,train_loss,1476
76,0.24469880759716034,train_loss,1476
77,0.010321345180273056,train_loss,1476
78,0.016447048634290695,train_loss,1476
79,0.0248149111866951,train_loss,1476
80,0.007490474730730057,train_loss,1476
81,0.006877119652926922,train_loss,1476
82,0.2380581498146057,train_loss,1476
83,0.1310030221939087,train_loss,1476
84,0.16978299617767334,train_loss,1476
85,0.3102201521396637,train_loss,1476
86,0.9043095707893372,train_loss,1476
87,0.0905747190117836,train_loss,1476
88,0.13987542688846588,train_loss,1476
89,0.03716343268752098,train_loss,1476
90,0.03339600935578346,train_loss,1476
91,0.09136678278446198,train_loss,1476
92,0.023527968674898148,train_loss,1476
93,0.02089191973209381,train_loss,1476
94,0.01828218251466751,train_loss,1476
95,0.0683891698718071,train_loss,1476
96,0.0042665861546993256,train_loss,1476
97,0.014662163332104683,train_loss,1476
98,0.010579780675470829,train_loss,1476
99,0.02322411723434925,train_loss,1476
100,0.020406760275363922,train_loss,1476
101,0.013911793939769268,train_loss,1476
102,0.019208265468478203,train_loss,1476
103,0.027231302112340927,train_loss,1476
104,0.01857651397585869,train_loss,1476
105,0.0369858518242836,train_loss,1476
106,0.007087616249918938,train_loss,1476
107,0.007501145824790001,train_loss,1476
108,0.14792868494987488,train_loss,1476
109,0.12602485716342926,train_loss,1476
110,0.008755919523537159,train_loss,1476
111,0.0024397296365350485,train_loss,1476
112,0.004746847320348024,train_loss,1476
113,0.021821066737174988,train_loss,1476
114,0.005380724556744099,train_loss,1476
115,1.5632957220077515,train_loss,1476
116,0.006628426723182201,train_loss,1476
117,0.0781097337603569,train_loss,1476
118,0.12335497885942459,train_loss,1476
119,0.055989667773246765,train_loss,1476
120,0.04546518623828888,train_loss,1476
121,0.0202662143856287,train_loss,1476
122,0.008807855658233166,train_loss,1476
123,0.019283993169665337,train_loss,1476
124,0.002484916942194104,train_loss,1476
125,0.07663968950510025,train_loss,1476
126,0.04407118633389473,train_loss,1476
127,0.011367181316018105,train_loss,1476
128,0.036813441663980484,train_loss,1476
129,0.06540437042713165,train_loss,1476
130,0.37698861956596375,train_loss,1476
131,0.046368494629859924,train_loss,1476
132,0.11335264146327972,train_loss,1476
133,0.43474793434143066,train_loss,1476
134,2.6682279109954834,train_loss,1476
135,0.12039367109537125,train_loss,1476
136,0.025417139753699303,train_loss,1476
137,0.01245125848799944,train_loss,1476
138,0.035566069185733795,train_loss,1476
139,0.015988219529390335,train_loss,1476
140,0.006828499026596546,train_loss,1476
141,0.00371726555749774,train_loss,1476
142,0.0018599479226395488,train_loss,1476
