dataset   , model             , encoder                 , pooling             , seed, device, params, model_size_mb, n_train, n_val, n_test, series_length, n_classes, lambda_entropy, test_acc, test_bal_acc, test_auroc, test_loss, test_aopcr, test_ndcg, train_time_s, epochs_run, best_epoch, overfit_gap, run_datetime
WebTraffic, seanet_topk_thresh, sea_mstcn_sep_bottleneck, sea_topk_conjunctive,    0, cuda  ,  41324,        1.4279,     400,   100,    500,          1008,        10,           0.01,     0.93,         0.93,     0.9957,    0.3296,     2.6035,    0.7443,        51.79,        172,        112,      0.2718, 2026-09-03 02:44:04
