dataset,model,encoder,pooling,seed,device,params,model_size_mb,n_train,n_val,n_test,series_length,n_classes,lambda_entropy,test_acc,test_bal_acc,test_auroc,test_loss,test_aopcr,test_ndcg,train_time_s,run_datetime
WebTraffic,seanet_spiketrend_adaptive,sea_mstcn_sep_spiketrend,sea_adaptive_classwise,0,cuda,67030,1.5256,400,100,500,1008,10,0.01,0.934,0.934,0.9954,0.3014,1.9128,0.7471,164.97,2026-07-23 17:23:51
