dataset,model,encoder,pooling,seed,device,params,model_size_mb,n_train,n_val,n_test,series_length,n_classes,lambda_entropy,test_acc,test_bal_acc,test_auroc,test_loss,test_aopcr,test_ndcg,train_time_s,run_datetime
WebTraffic,seanet_gated_mean,mstcn_sep_gated,classwise_conjunctive,0,cuda,61740,1.5025,400,100,500,1008,10,0.01,0.902,0.902,0.9929,0.3929,2.4928,0.7139,36.77,2026-07-23 13:36:57
