Dataset,GAPResNet 0,GAPResNet 1,GAPResNet 2,GAPResNet 3,GAPResNet 4,InstanceResNet 0,InstanceResNet 1,InstanceResNet 2,InstanceResNet 3,InstanceResNet 4,AttentionResNet 0,AttentionResNet 1,AttentionResNet 2,AttentionResNet 3,AttentionResNet 4,AdditiveResNet 0,AdditiveResNet 1,AdditiveResNet 2,AdditiveResNet 3,AdditiveResNet 4,ConjunctiveResNet 0,ConjunctiveResNet 1,ConjunctiveResNet 2,ConjunctiveResNet 3,ConjunctiveResNet 4,GAPResNetEnsemble 0,InstanceResNetEnsemble 0,AttentionResNetEnsemble 0,AdditiveResNetEnsemble 0,ConjunctiveResNetEnsemble 0
Computers,3.1059558391571045,3.552364110946656,3.6483325958251953,3.984386920928955,3.64452600479126,3.205552339553833,3.915395498275757,3.5132596492767334,3.544928789138794,3.65333890914917,2.8207790851593018,2.6469521522521973,1.2989503145217896,1.9543302059173584,1.8046162128448489,4.003683090209961,3.38655686378479,3.4542386531829834,3.3996102809906006,3.670654058456421,3.448408365249634,4.204944133758545,4.482832431793213,3.87188172340393,3.895196676254273,3.51932692527771,3.353482484817505,2.083052158355713,3.427180528640747,3.652322292327881
CricketX,6.693558216094971,6.237838268280029,7.425084590911865,7.528946399688721,7.129395008087158,7.325767040252685,6.533443450927734,7.061875343322754,6.475193500518799,6.855062007904053,-3.0490965843200684,-3.862581491470337,-2.949145555496216,-2.944423198699951,-3.357972383499145,7.346468925476074,7.381336212158203,6.526609420776367,6.958466053009033,7.690958023071289,7.372614860534668,7.280947208404541,7.030696392059326,6.537787914276123,6.551784038543701,6.659764766693115,6.395041942596436,-3.354877233505249,6.745959758758545,6.594450950622559
CricketY,6.693483829498291,6.441362380981445,6.371215343475342,5.684147357940674,6.817713260650635,6.851419925689697,6.662231922149658,6.699190616607666,6.455626487731934,5.828673362731934,-1.951181054115296,-2.040550470352173,-1.999247908592224,-1.5049198865890503,-2.197540760040283,6.748072624206543,6.962803840637207,7.314540863037109,6.58091926574707,6.136519908905029,7.047953128814697,6.81006383895874,7.136440753936768,7.102798461914063,6.971901893615723,6.069669723510742,6.104663848876953,-1.7903971672058103,6.248358726501465,6.530039310455322
CricketZ,7.819355964660644,7.605709075927734,7.246484279632568,8.072596549987793,7.437775611877441,7.147771835327148,7.458394050598144,7.272811412811279,7.679637432098389,7.398415565490723,-2.3363378047943115,-2.7970058917999268,-2.594527244567871,-2.68753981590271,-2.165928363800049,7.535790920257568,7.154829025268555,7.224544048309326,6.959628582000732,6.75541877746582,7.432012557983398,7.464851379394531,7.203758716583252,6.858764171600342,7.64063549041748,7.146764278411865,6.887053489685059,-2.7792484760284424,6.703336715698242,6.910576820373535
DiatomSizeReduction,3.132172107696533,3.4421348571777344,6.251938819885254,4.487286567687988,4.663811683654785,3.071183443069458,5.231374740600586,2.914621114730835,3.7397871017456055,2.209956884384156,2.0746874809265137,-0.1039687693119049,3.016495704650879,0.4771997928619385,-0.1518287062644958,5.731501579284668,-1.0545402765274048,4.314685344696045,0.538779616355896,4.60954475402832,3.956061840057373,0.7346601486206055,2.036668300628662,4.327715873718262,-0.200956106185913,4.277077674865723,3.2296390533447266,-0.0510313063859939,3.173282623291016,2.9324302673339844
DistalPhalanxOutlineAgeGroup,1.5368261337280271,3.229652166366577,3.891683340072632,1.5748353004455566,2.910063505172729,-0.2991649508476257,3.7717483043670654,1.4436306953430176,3.742405891418457,3.751410484313965,4.500280857086182,-0.7231408953666687,-2.608142614364624,-1.942327857017517,-5.639921188354492,3.921482801437378,2.5739433765411377,2.716796636581421,1.8631047010421755,1.6812649965286257,1.115774393081665,4.03950309753418,4.810280799865723,4.24608039855957,5.786599159240723,1.826752781867981,1.8091121912002563,-0.5273444652557373,1.6119592189788818,3.212400436401367
DistalPhalanxOutlineCorrect,3.5868139266967773,2.2004222869873047,3.83616042137146,4.1892266273498535,3.390730381011963,3.620708703994751,3.7396981716156006,4.8310160636901855,4.661882400512695,3.6817898750305176,-0.3730039298534393,-0.326500803232193,-0.4956033229827881,-1.5057730674743652,0.244767963886261,2.989417552947998,2.4025442600250244,4.110098361968994,4.706563472747803,4.676999092102051,7.574566841125488,3.9816734790802,4.5017991065979,4.340202808380127,5.498190879821777,3.3483033180236816,4.0326690673828125,-0.6791842579841614,3.5949349403381348,4.733903408050537
DistalPhalanxTW,2.3514328002929688,3.4397246837615967,2.841269016265869,4.881604194641113,-0.1165083348751068,1.4104276895523071,2.42842960357666,-0.6183812618255615,3.0257408618927,-0.622755765914917,-1.8617231845855715,-5.018699169158936,1.853129744529724,-1.1944537162780762,-8.439796447753906,1.1332191228866575,1.1262434720993042,3.916358947753906,2.247434616088867,1.723238825798035,1.0564628839492798,1.6175248622894287,1.903365015983581,0.207758292555809,0.0184562299400568,2.0380897521972656,0.3229690492153168,0.4538742005825043,1.0123951435089111,0.0975202396512031
Earthquakes,5.351476669311523,5.070819854736328,6.7280802726745605,4.966272354125977,5.965025424957275,5.3345561027526855,6.007754802703857,5.128944396972656,5.980081558227539,5.674972057342529,2.167729139328003,2.4291579723358154,3.598881959915161,1.4064537286758425,2.087674617767334,4.975790500640869,4.988503456115723,4.140711307525635,4.857280254364014,4.992678165435791,5.3588080406188965,5.479589939117432,6.121377944946289,5.751523017883301,4.196836471557617,5.688292026519775,5.43636417388916,2.447402000427246,5.133667469024658,5.4217939376831055
ECG200,3.6863741874694815,4.8053178787231445,5.189833164215088,4.866107940673828,5.889089584350586,4.580043792724609,3.201796054840088,3.919627904891968,2.895473957061768,4.370450019836426,0.0444620996713638,-0.3550021350383758,0.0210357047617435,0.1225149631500244,-0.4939348995685577,3.7341971397399902,3.782830238342285,2.956369400024414,2.5713107585906982,2.245250940322876,3.147621154785156,2.6929357051849365,3.604990959167481,3.230608463287353,1.9274773597717283,4.702087879180908,3.47605037689209,-0.0748810470104217,2.821716070175171,2.601505756378174
ECG5000,5.822793483734131,6.414681434631348,6.838311672210693,5.023963928222656,6.205738544464111,7.112679481506348,6.595681190490723,6.293465614318848,5.360596179962158,5.220613956451416,4.042194366455078,6.102261543273926,4.2532267570495605,4.065570831298828,4.717064380645752,5.437108516693115,5.996389389038086,5.362306118011475,4.308495998382568,6.899716854095459,6.12408447265625,7.849510669708252,6.7311835289001465,5.837118148803711,7.287556648254394,5.987269401550293,5.974478721618652,3.8293471336364746,5.312002658843994,6.385553359985352
ECGFiveDays,6.275661945343018,6.545334339141846,2.747255325317383,3.645984172821045,0.6576353907585144,1.2040090560913086,17.451400756835938,4.155872821807861,6.95070219039917,6.01516056060791,1.6125760078430176,0.113142155110836,0.108219601213932,1.0462146997451782,1.9400421380996704,-0.1077698543667793,6.51800012588501,2.406747341156006,3.833970069885254,2.468812942504883,2.7184886932373047,2.89994740486145,4.419583320617676,4.826592445373535,0.9723684787750244,4.556362152099609,6.836479663848877,1.288482666015625,3.4407968521118164,2.140401840209961
