Dataset,GAPResNet 0,GAPResNet 1,GAPResNet 2,GAPResNet 3,GAPResNet 4,InstanceResNet 0,InstanceResNet 1,InstanceResNet 2,InstanceResNet 3,InstanceResNet 4,AttentionResNet 0,AttentionResNet 1,AttentionResNet 2,AttentionResNet 3,AttentionResNet 4,AdditiveResNet 0,AdditiveResNet 1,AdditiveResNet 2,AdditiveResNet 3,AdditiveResNet 4,ConjunctiveResNet 0,ConjunctiveResNet 1,ConjunctiveResNet 2,ConjunctiveResNet 3,ConjunctiveResNet 4,GAPResNetEnsemble 0,InstanceResNetEnsemble 0,AttentionResNetEnsemble 0,AdditiveResNetEnsemble 0,ConjunctiveResNetEnsemble 0
Computers,3.740685497177765e-05,1.9908989997929893e-05,1.7817466869018972e-05,1.7703659977996722e-05,2.091220812872052e-05,4.082867235410959e-05,1.497460289101582e-05,2.162398959626444e-05,4.509818245423958e-05,2.1962290702504102e-05,2.6801255444297567e-05,3.365392694831826e-05,1.5870558854658157e-05,1.4584122254746036e-05,1.2412261639838109e-05,1.7399746866431087e-05,1.6654386854497716e-05,3.441940134507604e-05,1.8106462448486127e-05,1.7466081771999598e-05,2.7829808459500786e-05,2.5895076760207303e-05,1.5255258404067716e-05,3.2281743187922984e-05,2.2594211259274743e-05,1.365434582112357e-05,1.4160741557134315e-05,1.0763435057015158e-05,1.1487122719699984e-05,1.3050357665633784e-05
CricketX,3.2897994515224127e-06,4.273087597539416e-06,4.328101567807607e-06,4.248510776960757e-06,1.5546025906587602e-06,2.473401309543988e-06,2.2695296593155945e-06,2.385051175224362e-06,3.750438509086962e-06,4.869959866482532e-06,2.677888005564455e-06,4.626435838872567e-06,3.6404264847078593e-06,2.976221594508388e-06,3.445060656304122e-06,2.8902927624585573e-06,3.065468035856611e-06,4.015756530861836e-06,4.956450993631734e-06,3.5452833344606915e-06,4.025488578918157e-06,2.5473543701082235e-06,1.7627461375013809e-06,1.632545149732323e-06,2.2212332169146976e-06,9.756778354130802e-07,9.805663694351097e-07,1.1168922355864197e-06,1.0563705927779663e-06,7.721041583863553e-07
CricketY,5.839778168592602e-06,4.679629000747809e-06,5.382899416872533e-06,7.89021942182444e-06,5.066524863650557e-06,3.992731308244402e-06,4.052984422742156e-06,5.173716999706812e-06,1.7117114339271211e-06,7.48523416405078e-06,3.432829544181004e-06,4.573914793581935e-06,1.6401877473981583e-06,4.28468865720788e-06,3.27055045090674e-06,5.311970198818017e-06,4.4797020564146806e-06,4.435400569491321e-06,4.814700332644861e-06,5.443416739581153e-06,2.2933843411010457e-06,4.166056442045374e-06,2.771699655568227e-06,3.928294518118491e-06,1.6921393353186431e-06,2.536060037527932e-06,1.47176490372658e-06,1.4723780168424128e-06,1.5310637309084996e-06,1.019997512230475e-06
CricketZ,2.733524297582335e-06,3.35646632265707e-06,4.274627826816868e-06,2.6082061594934203e-06,4.757849637826439e-06,3.3454336971772136e-06,3.820442088908749e-06,3.4228032745886594e-06,5.44278964298428e-06,5.620128831651528e-06,4.109611381863942e-06,4.886261194769759e-06,4.184789304417791e-06,6.506494173663668e-06,5.476475053001195e-06,3.6890194223815342e-06,3.587841320040752e-06,2.534534360165708e-06,2.316311110917013e-06,3.923752956325188e-06,4.224195436108857e-06,1.966017862287117e-06,3.1666238555772e-06,2.568774561950704e-06,5.667147433996433e-06,8.586101785112987e-07,1.2831744697905378e-06,1.4118596709522535e-06,1.0630981250869809e-06,8.674733749103325e-07
DiatomSizeReduction,0.00020192078955,0.0002088627661578,3.7934925785521045e-05,4.82474388263654e-05,0.0001302029995713,5.2002695156261325e-05,0.0001720515429042,0.0002291860291734,9.612616122467443e-05,0.0002748779079411,8.06956595624797e-05,7.114745676517487e-05,0.0001116292914957,2.559968379500788e-05,0.0001863282668637,0.0002658433513715,2.9234386602183804e-05,6.48075802018866e-05,7.202698907349259e-05,0.0001056622932082,7.050469139358029e-05,3.760947220143862e-05,3.1134215532802045e-05,4.797838118975051e-05,9.86639570328407e-05,9.29695597733371e-05,0.0001168801318272,6.009922071825713e-05,5.358861380955205e-05,4.48722712462768e-05
DistalPhalanxOutlineAgeGroup,4.938236770613003e-07,2.580878231128736e-07,7.018427936600347e-07,1.2859637763540377e-06,6.523709998873528e-07,1.316361931458232e-06,9.924135611072415e-07,4.6938498599047307e-07,4.2349034856670187e-07,8.085345371000585e-07,1.3405012850853382e-06,2.209817239418044e-06,1.065128572008689e-06,6.142248594187549e-07,2.9009215722908266e-06,1.5437493630088284e-06,2.0918109839840326e-06,1.667133801674936e-06,1.5243784901031177e-06,9.676759873400442e-07,1.5169372602485964e-07,5.736934554079198e-07,2.0545544430206064e-06,1.011189169730642e-06,1.951145577550051e-06,2.68518732582379e-07,2.837178953996045e-07,6.335961870718165e-07,6.23165533397696e-07,3.713365401836201e-07
DistalPhalanxOutlineCorrect,3.4629335914360126e-06,9.028070167005352e-07,1.538382548460504e-06,3.667664429940487e-07,1.4781844583922066e-06,3.053104819628061e-06,2.819272140186513e-06,6.550280431838473e-06,2.229373876616592e-06,9.80887989499024e-07,7.11279938059306e-07,3.0358000913111027e-06,8.100242894215626e-07,5.066368089501339e-07,1.549314561088977e-06,3.443481091380818e-06,5.539235985452251e-07,3.056478362850612e-06,5.040834821556928e-06,1.2499024251155788e-06,2.541500634833937e-06,2.759015160336276e-06,2.831214658272075e-07,4.73566342407139e-06,1.3653359474119495e-06,3.96171628835873e-07,1.3224187114246888e-06,3.685547937948286e-07,6.775041470064025e-07,6.39754375697521e-07
DistalPhalanxTW,1.191489104712673e-06,7.772419508000894e-07,6.791935334149457e-07,2.4735908255024697e-07,1.0246004649161478e-06,8.79166350387095e-07,7.414795391014195e-07,1.879325736808824e-06,1.344377324130619e-06,1.085394501387782e-06,4.58025306215859e-06,7.608501846334548e-07,1.081523805623874e-06,1.8650201809577995e-06,2.6315422019251855e-07,1.7654799648880726e-06,1.735381715661788e-06,2.5480952103862364e-07,6.791935902583646e-07,1.073178168553568e-06,1.1622901752161853e-07,2.429158939776244e-06,1.556866664031986e-06,2.2649605853075627e-06,2.3451309516531182e-06,2.527235096749792e-07,4.842870566790225e-07,4.386897387576029e-07,3.620978645813011e-07,5.796543405267585e-07
Earthquakes,7.462888606823981e-05,4.294065365684219e-05,7.694602572883014e-06,3.844574166578241e-05,2.6132116545340978e-05,1.88413578143809e-05,2.3668495487072505e-05,1.6787344065960497e-05,5.821115792059572e-06,9.154046892945187e-06,3.493966141832061e-05,4.043769513373263e-05,5.3261342145560775e-06,6.54577961540781e-05,1.7305386791122146e-05,3.135032966383733e-05,2.2620088202529587e-05,1.7816262698033825e-05,7.35974617782631e-06,2.276964914926793e-05,3.897547139786184e-05,3.353724969201721e-05,2.465527359163389e-05,2.458370545355137e-05,5.697342567145824e-05,1.3688420040125491e-05,5.281012363411719e-06,1.1633345820882823e-05,8.173326023097616e-06,1.245501061930554e-05
ECG200,1.516324232397892e-06,4.04117685093297e-07,1.113406142394524e-06,1.0955224070130498e-06,1.286259362132114e-06,6.193635272211395e-06,7.271744379977463e-07,5.722029072785517e-07,2.458061999277561e-06,2.027735035881051e-06,4.76837058727142e-08,1.7476003222327563e-06,1.3756623502558796e-06,1.652225819270825e-06,1.0168523658649065e-06,3.7144736779737286e-06,1.1086460460774108e-07,1.3315607247932348e-06,1.927603534568334e-06,4.032662673125742e-06,5.352482048692764e-07,2.086149379465496e-06,3.614328988987836e-06,7.164462090258894e-07,9.274457966057524e-07,7.712774277024437e-07,1.0967177104248549e-06,5.32864248725673e-07,9.095619475374406e-07,8.213493174480391e-07
ECG5000,3.611218744481448e-06,7.128651873244962e-07,5.888949090149254e-06,2.228450284746941e-06,2.3865313778514974e-06,1.3303556443133855e-06,2.178596332669258e-06,3.1017693800095003e-06,3.079813723161351e-06,3.589754214772256e-06,1.4316863143903902e-06,6.38961594745524e-08,2.1764844859717414e-06,2.9464754334185272e-06,1.1155516403960064e-06,7.35041624011501e-07,4.52755728019838e-07,2.491468933385477e-07,2.7031478566641454e-06,1.8906314380728872e-06,2.6792986318469048e-06,3.588191361814097e-07,1.4099894087848952e-06,1.119605826715997e-06,4.050102234032238e-06,1.0781164974105195e-06,9.49135994687822e-07,3.3831514656412764e-07,3.347389281316282e-07,6.501638836198254e-07
ECGFiveDays,8.152773261826951e-06,3.560718823791831e-06,7.256209642036993e-07,1.1272953997831792e-05,5.573424641625024e-05,3.934980486519635e-05,5.504310138348956e-06,5.312558187142713e-06,3.939088344395714e-07,1.6781476006144658e-05,1.5549035836670555e-08,2.2597839688387467e-06,4.9704181037668604e-06,1.4512433210711606e-07,3.519050369504839e-05,4.739019277621992e-05,1.5549035836670555e-08,1.1231281860091258e-05,4.98823392263148e-05,2.161307975256932e-06,1.7777681478037266e-06,1.9954545678047e-06,2.296064394613495e-06,1.8606945104693287e-06,3.0061460165597964e-07,4.540298050415004e-06,2.0058230347785866e-06,5.338500272955571e-07,2.3945422071847133e-06,7.567188617940701e-07
ElectricDevices,0.0179951749742031,0.0179834701120853,0.0174783300608396,0.0180075280368328,0.0171208083629608,0.0318295955657959,0.0311421286314725,0.0320446416735649,0.0308763831853866,0.031490258872509,0.0170938372611999,0.016484634950757,0.017162861302495,0.0174302887171506,0.0170640349388122,0.0170637369155883,0.016456414014101,0.0171916540712118,0.0170746371150016,0.0160035081207752,0.0168947707861661,0.0166426226496696,0.0166093688458204,0.0166167300194501,0.0179235376417636,0.0171941295266151,0.0303080100566148,0.0157065913081169,0.0153718115761876,0.0155348321422934
FaceAll,5.3644168218625055e-08,7.663453871487036e-09,5.556002591333709e-08,1.3198169668271476e-08,5.7901633709889224e-08,2.5757715960139652e-08,2.0861621763401672e-08,2.21388649634946e-08,6.152048825924794e-08,1.2559548956403432e-08,2.3416109051765943e-09,5.023818516747269e-08,6.258486706656187e-08,7.663453871487036e-09,1.2133800630920176e-08,4.87480704691734e-08,3.448553798079956e-08,1.2900140688998365e-07,1.7881390590446244e-08,8.174349375167368e-08,2.8525077411245547e-08,4.363909411608802e-08,6.641657535055856e-08,1.915863467871759e-09,6.152048115382058e-08,6.386211115483321e-09,5.3218429663104425e-09,3.193105779786265e-09,1.2559548956403432e-08,6.8119585527881554e-09
FaceFour,1.1876073585881386e-05,2.0464226508920547e-06,2.0581710487022065e-05,5.364390290196752e-06,1.0718797966546845e-05,1.752814023348037e-05,1.286464339500526e-06,1.5030053873488214e-05,2.135832488647793e-07,1.2933963262184989e-05,1.7458754882682115e-05,8.245250683103222e-06,2.8560491500684293e-06,1.763301497703651e-06,1.94708240996988e-06,1.0927339644695166e-05,5.016722184336686e-07,8.756851457292214e-06,6.422364094760269e-06,1.0728828101491672e-06,8.891019547263568e-07,8.791677714725665e-07,1.5397864672195285e-07,2.5927981823770097e-06,4.962041657563532e-06,5.5630607675993815e-06,2.488488007656997e-06,3.0050612167542567e-06,2.4139840206771623e-06,7.698930062360887e-07
FacesUCR,2.455710159665614e-07,2.402065888418292e-07,2.938506895588944e-07,1.0991074077537633e-06,6.461136763391551e-07,2.169607569157961e-07,3.951785174649558e-07,5.549183583752892e-07,2.0146360668604762e-07,6.753195975761628e-07,8.606888854956196e-07,8.10623106417552e-08,6.490934651992575e-07,5.775684712716611e-07,1.1402338486732333e-06,6.467096795859106e-07,1.448392481506744e-07,7.450564680766547e-07,2.1815284867443562e-07,2.4616710447844525e-07,5.310765232025005e-07,6.359809958667029e-07,3.904101220086887e-07,2.431868892927014e-07,1.2040133867685654e-07,1.1026858715013077e-07,1.1980529279753682e-07,1.8060200090985745e-07,1.1444089409451409e-07,1.347064682022392e-07
FiftyWords,0.0001174988865386,0.0001468003756599,0.0001447089744033,0.0001235726085724,0.0001874823065008,8.216185960918665e-05,0.0001122543690144,0.0001389073295285,0.0001328065554844,0.0001010635314742,9.713780309539288e-05,0.0001269440108444,8.623844041721895e-05,0.0001311243686359,9.407770266989246e-05,9.749764285515994e-05,0.0001300134317716,0.0001159705570898,0.0001034583037835,6.734573253197595e-05,0.0001126930874306,0.0001579616073286,7.955920591484755e-05,9.449051140109076e-05,6.700452649965882e-05,3.4162421798100695e-05,2.2160284061101265e-05,2.791781116684433e-05,2.823589602485299e-05,2.643534025992267e-05
Fish,6.371845756802941e-06,6.957663572393358e-06,3.472035814411356e-06,3.833743903669529e-06,3.20433377964946e-06,3.321493522889796e-06,5.044902536610607e-06,3.147104280287749e-06,2.5272158836742165e-06,1.7029854006977985e-06,1.3044872275713717e-06,4.682513463194482e-06,7.077618420225917e-07,2.699568767638993e-06,2.681175828911364e-06,1.5721972204119083e-06,7.087105132086435e-06,2.3133313789003296e-06,8.747770152695011e-06,5.095341748528881e-07,7.084349817887414e-06,2.014290203078417e-06,3.185254854543018e-06,2.2465721940534422e-06,2.087178472720552e-06,3.569448381313123e-06,2.283359663124429e-06,1.5490365967707476e-06,2.0531185782601824e-06,2.294259047630476e-06
FordA,4.900410885966267e-07,1.7303731283391244e-06,2.168956598325167e-06,7.23983873740508e-07,2.4693576960999053e-06,1.3161186416255075e-06,1.0970667290166602e-06,1.979041144295479e-06,1.33309333705256e-06,2.4044245492405025e-06,5.142760073795216e-06,1.3473575108946534e-06,2.2784747670812067e-06,1.8346427168580703e-06,1.1352867659297772e-06,1.2352033991192002e-06,1.0379668538007536e-06,1.2230392485435004e-06,9.047777211890208e-07,1.8753194126475137e-06,1.2798225270671535e-06,1.1864748330481234e-06,1.0724954790930497e-06,1.335392539658642e-06,7.916476647551463e-07,2.988332710174291e-07,3.643797015229211e-07,4.208222037505039e-07,2.360011706059595e-07,2.1600638433483255e-07
FordB,4.238485473706533e-07,5.713824862141337e-07,1.5212579285162064e-07,4.105082496153045e-07,2.3671131543778761e-07,6.09252367667068e-07,5.707576065105968e-07,6.743974267919839e-07,3.924740497041057e-07,2.9595386763503484e-07,6.06536971758942e-08,3.8201670804483e-07,2.4523706088075414e-07,4.442367185220064e-07,4.555217003598955e-07,3.527398746427935e-07,6.927244839971536e-07,2.36778006978966e-07,1.1245511899460325e-07,2.816289850215981e-07,1.322249261193065e-07,1.910095477342111e-07,4.302771117181692e-07,6.181332992127864e-07,3.313315062314359e-07,1.0032442787633045e-07,1.3573291823831826e-07,5.970290573031889e-08,8.084973046607048e-08,8.940681794911144e-08
GunPoint,4.124638905977918e-07,7.796276690896775e-07,5.960464122267695e-08,6.437296633521328e-07,1.9574033558455994e-06,1.2397762816362956e-07,2.20298238673422e-06,2.980227975513117e-07,1.3041473039265838e-06,1.943106099133729e-06,2.622604178270649e-08,2.288817597673189e-07,5.722040441469289e-07,1.049039951794839e-06,7.033338533801725e-07,8.916841807149467e-07,4.7683712978141583e-08,2.901532752730418e-06,9.536742950899681e-09,6.198877713359252e-07,1.907348234908568e-07,3.05175461789986e-07,2.7418121817390784e-07,8.954896657087374e-06,9.059904471087068e-08,3.4809093563126225e-07,5.316730948834447e-07,2.408026773537131e-07,2.0980827741823305e-07,3.123282397154981e-07
Ham,2.726487991822069e-06,2.267146555823274e-06,4.2564897739794105e-06,1.7651639154792065e-06,1.9631154373200843e-06,1.9379619971005013e-06,1.6732947187847458e-06,4.932367573928786e-06,2.321833335372503e-06,2.7647652132145595e-06,3.711853423737921e-06,3.334548182465369e-06,5.218898877501488e-06,1.5158123005676316e-06,3.828879471257096e-06,9.48944034462329e-06,7.1075478444981854e-06,6.63074615658843e-06,2.432287146802992e-06,3.005369080710807e-06,4.480682491703192e-06,7.938729140732903e-06,5.965880973235471e-06,3.64189247648028e-07,8.858653472998412e-07,1.4108219374975306e-06,1.4119156048764123e-06,1.6000254845494055e-06,3.2886143799260026e-06,1.432695512448845e-06
HandOutlines,3.73185939679388e-05,4.905053356196731e-05,2.725148806348443e-05,8.456786599708721e-05,3.440353975747712e-05,6.213980668690056e-05,0.0003588408289942,6.8741399445571e-05,0.0001428129908163,5.030835382058285e-05,5.171663360670209e-05,7.182123954407871e-05,7.132864266168326e-05,5.025399514124729e-05,5.551622234634124e-05,3.1405525078298524e-05,7.130632729968056e-05,3.091998223681003e-05,0.0001506217813584,8.025550778256729e-05,0.0001357288856524,0.0001973478356376,0.0001084991017705,9.263035462936386e-05,0.0001169030510936,2.379006218689028e-05,4.6398658014368266e-05,3.062434188905172e-05,3.1697421945864335e-05,5.853078619111329e-05
Haptics,4.185912621323951e-05,5.4866581194801256e-05,7.454078877344728e-05,6.156272866064683e-05,6.773884524591267e-05,5.6620247050886974e-05,7.959194044815376e-05,5.963083094684407e-05,5.796675031888299e-05,6.21779472567141e-05,8.001529931789264e-05,9.504053014097737e-05,6.1021728470223024e-05,3.654053580248728e-05,4.44653669546824e-05,7.441794878104702e-05,0.0001165195208159,6.767928425688297e-05,6.723539263475686e-05,6.119754834799096e-05,0.0001123618785641,6.84330880176276e-05,0.0001114088809117,9.30618989514187e-05,9.201289503835142e-05,3.36724660883192e-05,3.5370667319511995e-05,3.9148475480033085e-05,4.472938962862827e-05,5.733864236390218e-05
Herring,5.517118552234024e-06,9.260973456548529e-06,6.70546842229669e-06,3.240983005525777e-06,3.0025735213712323e-06,1.6603098629275337e-05,8.892199730325956e-06,5.0440157792763785e-06,7.74850559537299e-06,8.158299351634923e-06,1.149235413322458e-05,2.031514668487944e-05,1.0013438441092148e-05,3.892927225024323e-07,8.623956091469154e-06,4.197402813588269e-05,5.233977390162181e-06,8.001853530004155e-06,1.3587761714006774e-05,2.76974651569617e-06,6.901054803165607e-06,2.7316635168972425e-05,1.6652018075546948e-06,2.9601898859255016e-05,5.451922334032133e-06,3.902227035723627e-06,6.431674137274968e-06,4.613750661519589e-06,6.28639145361376e-06,6.6197999331052415e-06
InlineSkate,0.0001726423506624,0.0001456772879464,0.0001681031280895,6.028190182405524e-05,0.0001711521472316,0.0001700291759334,0.0001429482945241,0.0001991831086343,0.0001006645325105,0.000117673407658,0.0001463051012251,9.69614993664436e-05,9.8271673778072e-05,0.0001593548804521,0.0001069789359462,3.531686888891272e-05,0.0001107639909605,5.200966552365571e-05,5.263324419502169e-05,5.8675999753177166e-05,0.0001047482073772,9.36874857870862e-05,0.0001527777640148,7.981497037690133e-05,8.906461152946576e-05,8.640982559882104e-05,0.0001028101905831,8.201072341762483e-05,4.4410964619601145e-05,6.408972694771364e-05
InsectWingbeatSound,6.944988399482099e-06,3.382821660125046e-06,7.895391718193423e-06,1.8320568415219896e-05,8.610633813077584e-06,3.1882966595730977e-06,5.590348337136675e-06,2.0048801161465235e-06,3.274993105151225e-06,8.27306394057814e-06,1.313455777562922e-05,1.347860052192118e-05,4.884308509645052e-06,2.9764321425318485e-06,1.1469426681287588e-05,4.428063220984768e-06,7.7680560934823e-06,1.8538932636147365e-05,7.270632977451896e-06,8.640446139906999e-06,5.047408649261342e-06,3.599565388867632e-06,7.480876774934586e-06,4.7190360419335775e-06,6.86803514327039e-06,5.580594915954862e-06,2.728803110585432e-06,5.5253267419175245e-06,6.047133410902461e-06,3.6369556255522176e-06
ItalyPowerDemand,7.294894288634168e-08,0.0,6.013834195073287e-07,5.6935771652888434e-08,3.2026374441329615e-08,3.558485950350132e-09,4.448095296538668e-07,4.453381279745372e-06,1.423394166977232e-07,7.846406901990122e-07,3.914334101295936e-08,7.917414222902153e-06,1.6013179049423345e-07,1.2810539828933545e-07,2.184891172873904e-06,3.019348241650732e-06,9.263997526431922e-06,8.113299259093765e-07,8.00659165633988e-08,1.0230613725070723e-06,0.0,0.0,5.337728925525198e-09,8.362441406006837e-08,5.262967079033842e-06,4.6260318242730136e-08,1.6191108898055973e-07,1.9215819690998615e-07,5.159790816833265e-07,2.4909402540629344e-08
LargeKitchenAppliances,3.40388692166016e-06,7.976967026479542e-06,4.5921196942799725e-06,4.91076752950903e-06,2.61047352978494e-06,4.201790488878032e-06,8.630686352262273e-06,3.3076082672778284e-06,1.4886298231431285e-05,8.076315680227708e-06,8.152271220751572e-06,4.850863660976756e-06,4.540663667285116e-06,2.3014879388938425e-06,2.8066156119166408e-06,5.697179403796326e-06,6.130809651949676e-06,4.335596713644918e-06,2.713798266995582e-06,3.2264954370475607e-06,9.09177015273599e-06,3.838065822492354e-06,4.330805950303329e-06,2.8657289021793986e-06,2.5977483346650843e-06,2.156544269382721e-06,3.1155477699940093e-06,2.545632696637768e-06,2.556103481765604e-06,2.6549582798907068e-06
Lightning2,1.0972955351462588e-05,5.884849997528363e-06,5.612602399196476e-05,3.666640259325504e-05,1.3490476931110609e-06,8.735630217415746e-06,6.039374784450047e-05,1.3390747881203424e-05,4.042771615786478e-05,5.9226422308711335e-06,4.698702014138689e-06,8.306748895847704e-06,1.123319179896498e-05,1.7037986253853887e-05,2.491707709850744e-05,1.70269242971699e-06,1.242922735400498e-05,5.781554591521854e-06,7.76024262449937e-06,3.226577064197045e-06,1.0372913493483791e-05,1.6629558103886666e-06,1.2599859473994002e-05,6.508723345177714e-06,1.0748218301159795e-05,7.7027525549056e-06,1.247486852662405e-05,8.193496796593536e-06,3.397424734430388e-06,4.464337962417631e-06
Lightning7,3.165843281749403e-06,9.127939847530795e-06,9.098954251385294e-06,8.422874088864774e-06,7.574830760859186e-06,1.1414978871471249e-05,1.2862490621046165e-05,6.556416337843984e-06,6.117103566793958e-06,2.787785206237458e-06,1.1159539099026006e-05,6.810208105889615e-06,4.6116692828945816e-06,4.591235210682498e-06,1.0166650099563412e-05,4.9812201723398175e-06,1.3257581485959236e-05,4.4430776142689865e-06,6.9021539275127e-06,6.7165442487748805e-06,7.915409696579445e-06,1.6254734873655252e-05,2.651544946274953e-06,2.1424943042802624e-05,1.802739097911399e-05,4.7172579797916114e-06,4.84668453282211e-06,4.485654699237784e-06,4.569101747620152e-06,7.1916711021913216e-06
Mallat,3.82551615984994e-06,9.23749485082226e-06,9.0878775154124e-06,4.245989202900091e-06,6.506580575660337e-06,5.440232143882895e-06,7.863342943892349e-06,9.241848601959646e-06,3.420203483983641e-06,4.144126705796225e-06,1.1890317182405852e-05,6.031933480699081e-06,1.3515998944058085e-05,7.622840257681673e-06,3.372520723132766e-06,6.274703082453925e-06,4.81385814055102e-06,4.337025529821403e-06,6.944435426703421e-06,1.2904536561109126e-05,1.5559373423457146e-05,9.423904884897638e-06,9.571279406372923e-06,3.6846251987299183e-06,8.996929864224512e-06,4.779172286362154e-06,4.601445198204601e-06,6.023278274369659e-06,5.195323410589481e-06,6.287685209827032e-06
Meat,2.707411658775527e-05,6.532555289595621e-06,2.4082828531390987e-05,3.655369073385373e-05,1.4686002941743936e-05,2.5804429242271e-05,2.34917679335922e-05,0.0001139913510996,7.663063115614932e-06,8.080233783402946e-06,1.3233739082352258e-05,1.1284831998636946e-05,8.702115337655414e-06,7.551788712589769e-06,4.572221587295644e-05,3.911843668902293e-05,5.583713937085122e-05,1.573082226968836e-05,3.055076376767829e-05,4.403701314004138e-05,3.202282459824346e-05,4.445680679054931e-05,3.091989128733985e-05,1.697460174909793e-05,5.661126488121226e-05,1.4229133739718236e-05,1.6231539120781235e-05,1.1211330274818463e-05,2.7134170522913337e-05,2.6423025701660663e-05
MedicalImages,1.1953919056395534e-05,2.4841236154316e-05,4.7064775571925566e-05,2.492695784894749e-05,1.889946906885598e-05,3.447614290053025e-05,2.323573971807491e-05,3.1861625757301226e-05,2.36901887546992e-05,5.0935825129272416e-05,1.601881922397297e-05,2.573314486653544e-05,2.047711677732877e-05,3.811572605627589e-05,1.009120387607254e-05,2.682273589016404e-05,7.975261723913718e-06,4.2233972635585815e-05,2.3008215066511184e-05,2.8067857783753425e-05,1.2068529940734152e-05,6.032090095686726e-05,2.108093940478284e-05,1.510062884335639e-05,9.561137630953452e-06,1.5385965525638312e-05,2.231248981843237e-05,1.4260457646741996e-05,1.6068006516434252e-05,1.2034585779474584e-05
MiddlePhalanxOutlineAgeGroup,6.079659442548291e-07,8.824445671962167e-07,5.006779133509554e-07,1.2874525054940025e-06,1.8614372265801649e-06,2.159159294023993e-06,1.409047740708047e-06,4.1481339394522365e-06,1.9174649423803203e-06,1.168842686638527e-06,8.526428700861288e-07,3.606342716011568e-06,1.3783510439679958e-06,1.0876546184590552e-05,1.223381673298718e-06,8.153889439199702e-07,3.0698988666699734e-06,2.604403334771632e-06,1.4632876172981923e-06,9.086693353310692e-07,9.14926658879267e-07,3.86171814170666e-06,2.2896963400853565e-06,9.417503292752372e-07,7.94229549683223e-07,3.3587187431294296e-07,7.65918514389341e-07,9.775142189027974e-07,6.124368496784882e-07,5.474677777783654e-07
MiddlePhalanxOutlineCorrect,4.088212335773278e-06,2.074408939733985e-06,1.1612906973823556e-06,3.8080775084381457e-06,7.027327342257195e-07,1.3192387768867777e-06,2.246659960292164e-06,2.60647721006535e-06,6.2614763010060415e-06,1.5510985349465043e-06,3.417646894376958e-06,2.5689259928185493e-06,2.176936732212198e-06,1.5971909306244925e-06,1.7761774415703258e-06,3.477863401712966e-06,5.617532679025317e-06,2.10322332350188e-06,1.4732170257047985e-06,3.649921836768044e-06,3.835370080196299e-06,1.0114841870745297e-06,3.1106892492971383e-06,7.253847229549137e-07,1.0947328519250732e-06,5.793559125777392e-07,9.300256351707504e-07,7.651220244042634e-07,9.284385669161566e-07,4.808092626262805e-07
MiddlePhalanxTW,3.0883657018421218e-06,4.146888386458159e-06,5.291214506542019e-07,2.3492211767006665e-06,4.558585715130903e-06,4.722904122900218e-06,4.547834123513894e-06,6.995021522016032e-06,2.859813776012743e-06,4.643743523047306e-06,2.414342361589661e-06,3.086874585278565e-06,6.136943284218432e-06,3.2765929063316435e-06,5.842082828166895e-06,7.375628229056019e-06,4.48627815785585e-06,1.9425945083639817e-06,3.8508073885168415e-06,5.879137006559176e-06,1.6527907291674635e-06,1.7731927073327824e-06,7.407257726299576e-06,1.66384631938854e-06,1.358802592221764e-06,1.0961858833979932e-06,2.149942929463577e-06,1.8463933884049768e-06,2.111398771376116e-06,9.381367362948368e-07
MoteStrain,5.364417532405241e-08,1.192092469182171e-07,9.53674117454284e-08,9.53674117454284e-08,2.0265561317955882e-07,2.026557410772513e-07,2.443788957862125e-07,1.1622848887782311e-06,1.3053389693595818e-06,5.06638400565862e-07,4.172323997408967e-08,1.7881392366803084e-08,3.5762781180892496e-08,3.099434877640306e-07,1.7881392366803084e-08,4.768370942542789e-08,0.0,2.3841856489070785e-08,2.9802318834981644e-08,3.5762784733606174e-08,4.172324707951702e-08,1.7881392366803084e-08,2.3841854712713946e-08,1.0132786343319824e-07,8.940695295223122e-08,8.344649415903407e-08,2.741812465956173e-07,2.3841854712713946e-08,1.7881392366803084e-08,1.7881392366803084e-08
NonInvasiveFetalECGThorax1,1.723542254694621e-06,7.863148994147195e-07,1.646713144509704e-06,2.1268431282805977e-06,2.661809958226513e-06,1.8899673932537555e-06,1.6437357999166125e-06,1.5259913652698742e-06,2.2006308881827863e-06,1.2508862710092217e-06,2.0556030904117506e-06,1.3679775747732492e-06,2.5802842174016405e-06,1.5104286603673245e-06,2.2044741854188032e-06,1.146513113781111e-06,1.8610360257298453e-06,8.087645824161882e-07,1.0467141464687302e-06,2.017520046138088e-06,1.7141929902209083e-06,1.8057276065519543e-06,1.990038526855642e-06,9.016136459649716e-07,1.464462684452883e-06,5.523343702407146e-07,4.792852905666223e-07,5.733284069719957e-07,3.561700054888206e-07,3.794820315761173e-07
