metric,value
model,resnet_conjunctive
millet85_datasets,85
mean_acc_ours,0.8139
mean_acc_millet,0.8445
acc_win_tie_loss,22/11/52
mean_loss_ours,0.5638
mean_loss_millet,1.2241
loss_win_tie_loss,56/0/29
mean_aopcr_ours,1.1912
mean_aopcr_millet,4.5532
aopcr_win_tie_loss,6/0/79
overall_ucr_datasets,128
overall_mean_acc,0.7965
overall_mean_loss,0.6468
overall_mean_aopcr,1.2828
webtraffic_acc,0.778
webtraffic_ndcg,0.5318
params,506331
model_size_mb,4.416
