Dataset,GAPInceptionTime 0,GAPInceptionTime 1,GAPInceptionTime 2,GAPInceptionTime 3,GAPInceptionTime 4,InstanceInceptionTime 0,InstanceInceptionTime 1,InstanceInceptionTime 2,InstanceInceptionTime 3,InstanceInceptionTime 4,AttentionInceptionTime 0,AttentionInceptionTime 1,AttentionInceptionTime 2,AttentionInceptionTime 3,AttentionInceptionTime 4,AdditiveInceptionTime 0,AdditiveInceptionTime 1,AdditiveInceptionTime 2,AdditiveInceptionTime 3,AdditiveInceptionTime 4,ConjunctiveInceptionTime 0,ConjunctiveInceptionTime 1,ConjunctiveInceptionTime 2,ConjunctiveInceptionTime 3,ConjunctiveInceptionTime 4,GAPInceptionTimeEnsemble 0,InstanceInceptionTimeEnsemble 0,AttentionInceptionTimeEnsemble 0,AdditiveInceptionTimeEnsemble 0,ConjunctiveInceptionTimeEnsemble 0
ECG5000,3.808146953582764,5.785749912261963,5.486629962921143,7.775939464569092,5.85980224609375,3.53251314163208,3.902975082397461,6.272599697113037,5.317648410797119,5.797729969024658,2.3533053398132324,5.155144214630127,3.174907684326172,2.7327237129211426,8.461639404296875,5.866548538208008,7.0843586921691895,7.806422710418701,7.716365814208984,7.680373668670654,7.499381065368652,6.188996315002441,5.060555934906006,6.884933471679688,7.105710983276367,5.715503692626953,4.468804836273193,4.234945774078369,6.920238971710205,6.384654521942139
ECGFiveDays,-0.0859196260571479,-2.8689796924591064,0.4715639054775238,0.8376365303993225,-0.0254995506256818,3.039996862411499,-0.5221254229545593,0.5839793086051941,1.315649151802063,0.1168350055813789,-3.854878902435303,-3.582360029220581,-3.838082790374756,-4.125262260437012,-3.6022050380706787,-2.569314956665039,0.9800892472267152,0.0469166524708271,-2.3253231048583984,-0.4638530015945434,-1.3743278980255127,2.7357945442199707,-0.6013709306716919,-0.7963750958442688,0.857074499130249,0.0940575823187828,0.5824049115180969,-3.54162859916687,-0.1225864961743354,0.7360106706619263
ElectricDevices,2.8982908725738525,1.051757574081421,1.6672935485839844,4.575628280639648,2.023538589477539,4.583341121673584,3.4594855308532715,3.893397331237793,3.4700634479522705,4.0705976486206055,-1.8901731967926023,-1.696302056312561,-1.4813228845596311,-2.6267006397247314,-2.6325244903564453,4.9000983238220215,3.163998603820801,5.582510471343994,4.099822044372559,4.71672248840332,5.001517295837402,3.878265619277954,3.360773801803589,3.8593382835388175,3.5419838428497314,2.221173048019409,3.6114132404327393,1.1946128606796265,4.372509002685547,3.078550338745117
FaceAll,-1.4930859804153442,-0.8195260763168335,-0.3330276906490326,-0.6012489795684814,-0.5443753004074097,0.7097761034965515,-0.1121189445257186,-0.0536035262048244,-0.524337887763977,-0.0117909163236618,-5.507453918457031,-5.652604579925537,-5.817960739135742,-6.423664093017578,-6.461430072784424,0.0783089473843574,0.5619639754295349,0.1626850962638855,0.2304183393716812,0.0966767892241478,0.5577607750892639,-0.2106236666440963,-0.0886958539485931,-0.0597509928047657,0.6038414239883423,-1.5946966409683228,-0.6774355173110962,-6.062004089355469,-0.4686698913574219,-0.3983790874481201
FaceFour,6.563785076141357,6.867873668670654,5.469989776611328,5.225784778594971,6.4423346519470215,5.259066104888916,5.778411388397217,6.382572174072266,5.640439510345459,5.852451801300049,0.9347355365753174,0.697380006313324,1.1026744842529297,1.230139136314392,2.282803773880005,5.405007839202881,5.433086395263672,5.386873722076416,5.211808204650879,5.046677112579346,4.945823669433594,6.278494358062744,3.989744186401367,6.428528308868408,4.761948108673096,5.995037078857422,5.559177398681641,0.802840530872345,4.96262788772583,5.54247522354126
FacesUCR,3.0908446311950684,2.806365966796875,2.817248582839966,3.452344417572021,2.7043890953063965,3.5872364044189453,3.1473708152771,3.46606993675232,2.6753852367401123,3.790144681930542,-0.178634688258171,0.4214925765991211,-0.0894725769758224,0.5247170925140381,0.2085076123476028,2.794222116470337,3.0643670558929443,2.7818493843078613,3.4657561779022217,3.9057466983795166,3.2633042335510254,3.582645893096924,3.98344349861145,3.540900230407715,3.658792495727539,2.801126480102539,3.436086416244507,-0.1735264658927917,3.1880431175231934,3.562380313873291
FiftyWords,3.77457332611084,3.630546808242798,2.80935001373291,3.505319118499756,3.330321788787842,4.009256839752197,3.645770311355591,3.9531099796295166,3.2246038913726807,3.57619857788086,-2.192971706390381,-2.519899606704712,-1.9352535009384155,-1.7567826509475708,-2.1669740676879883,3.799298048019409,3.862204790115357,3.394411325454712,3.864755868911743,3.649814367294312,3.052223920822144,3.6197359561920166,4.814133167266846,3.4812674522399902,4.015683650970459,3.039079427719116,3.214051008224488,-2.113852977752685,3.3729727268218994,3.366938829421997
Fish,4.946639537811279,5.47941255569458,4.703104972839356,5.032793521881104,5.59212589263916,5.791404724121094,8.661664962768555,6.527545928955078,5.612645626068115,5.935918807983398,0.8345800042152405,0.8784824013710022,0.0375252105295658,1.0320138931274414,2.540358543395996,6.635573863983154,7.621311187744141,5.9140400886535645,7.749145984649658,8.788549423217773,8.396387100219727,6.624725341796875,6.7281904220581055,8.680596351623535,6.466115474700928,5.035274028778076,6.273417949676514,1.2068243026733398,7.012513160705566,6.651438236236572
FordA,1.9742611646652224,4.879144191741943,5.400784969329834,1.460049390792847,3.659517765045166,4.87060546875,5.385370254516602,7.11491584777832,3.850508451461792,3.095806837081909,0.2332120090723037,-0.5761215686798096,-0.5587416291236877,-0.9679328203201294,0.2207260429859161,3.378551959991455,4.87939977645874,3.001589775085449,-0.5843551158905029,6.081328868865967,0.7829311490058899,1.6308872699737549,1.61659836769104,4.373673439025879,2.009678602218628,4.88280725479126,5.713715553283691,-0.4142654240131378,7.020593166351318,3.5468945503234863
FordB,4.917814254760742,4.18214225769043,4.307612895965576,7.55458402633667,3.1476428508758545,3.0042266845703125,9.15373420715332,10.821447372436523,3.216937780380249,10.960494041442873,0.1686557531356811,0.1802711933851242,0.5743719339370728,0.8552756309509277,0.6170943975448608,3.225738048553467,6.681452751159668,7.885858535766602,11.42065715789795,5.2628278732299805,3.5151071548461914,2.838912010192871,5.255099773406982,8.171969413757324,11.406463623046877,6.409969329833984,9.139045715332031,0.2735491394996643,9.815536499023438,9.23122787475586
GunPoint,5.839597225189209,3.415701389312744,2.5759243965148926,3.3625800609588623,5.101152420043945,6.05898380279541,4.0426859855651855,3.3917510509490967,4.648884296417236,3.525423526763916,-1.7550201416015625,-5.036093711853027,-1.1393202543258667,0.5153009295463562,-1.2274988889694214,0.726646900177002,8.440425872802734,1.0752739906311035,3.549444913864136,3.588796377182007,6.170544624328613,3.943791151046753,3.466381788253784,4.491691589355469,4.673917770385742,4.756341934204102,4.735795021057129,-2.186769962310791,4.093274116516113,4.431952953338623
Ham,3.764479160308838,2.403599262237549,3.40490984916687,2.7654991149902344,3.7611703872680655,4.093176364898682,3.5842909812927246,2.4424948692321777,3.222414970397949,2.295294046401977,0.1209505572915077,-0.4047713279724121,0.8749658465385437,1.2606335878372192,1.189734935760498,2.369339942932129,1.992688059806824,3.2436912059783936,3.3515989780426025,3.087294578552246,3.4129977226257324,3.189516305923462,3.2806997299194336,3.304476022720337,3.8021981716156006,2.971399545669556,2.649758815765381,-0.4133145809173584,2.832727193832397,2.773800611495972
HandOutlines,1.191279053688049,19.166767120361328,18.525421142578125,4.591735363006592,19.760154724121094,68.4937744140625,47.73935317993164,37.78843307495117,9.384166717529297,21.50403594970703,4.84845781326294,3.671343326568604,-2.7236273288726807,0.174893245100975,-0.1675527840852737,22.43649673461914,8.702138900756836,29.83197021484375,38.26349258422852,21.216768264770508,-5.197746276855469,12.378973960876465,17.950361251831055,-6.148974418640137,6.810794830322266,17.81763458251953,44.32802200317383,0.1680386662483215,27.61117172241211,3.1416800022125244
Haptics,7.130403518676758,6.697587966918945,6.072380542755127,7.344253063201904,6.173955917358398,5.830754280090332,5.218358039855957,7.029641628265381,5.827709197998047,5.43691349029541,-0.9890827536582948,-1.3091261386871338,-0.3127044141292572,-0.791695237159729,-2.012753486633301,5.37592077255249,6.449095726013184,5.367369651794434,5.428737163543701,5.817059516906738,6.049306869506836,5.873477458953857,6.64948320388794,4.782645225524902,6.206872463226318,6.810758113861084,5.556049346923828,-0.9813262224197388,5.2109456062316895,5.479267597198486
Herring,6.770763397216797,5.696462631225586,7.6089253425598145,8.47475528717041,6.481405258178711,6.116113662719727,1.343994140625,10.62412452697754,7.355315208435059,8.04218864440918,1.2156341075897217,0.599013090133667,-0.5366771221160889,0.3112289309501648,0.5835949182510376,9.077560424804688,4.020153522491455,6.0015082359313965,8.227544784545898,6.829716682434082,7.318705558776855,8.352170944213867,8.724287033081055,8.95113754272461,2.886080741882324,6.889543533325195,7.2778096199035645,0.7686676979064941,6.184305191040039,7.157660484313965
InlineSkate,9.665604591369627,11.53287124633789,14.07561492919922,15.34893035888672,12.176239013671877,15.852848052978516,10.942152976989746,7.476162910461426,9.948561668395996,5.687061786651611,-0.3841158747673034,2.6585817337036133,4.353638172149658,0.6210510730743408,2.3442599773406982,7.721321582794189,10.88347625732422,12.4409761428833,7.983644008636475,7.550036430358887,9.840691566467283,9.9104585647583,8.526165008544922,3.85268759727478,11.202762603759766,12.480141639709473,9.279701232910156,2.6753528118133545,9.808480262756348,8.447859764099121
InsectWingbeatSound,3.089613437652588,2.878949880599976,2.83562445640564,3.132297277450561,2.3320751190185547,3.094174861907959,2.885584592819214,2.953435182571411,3.0641002655029297,2.5553643703460693,-1.0158278942108154,-1.6815767288208008,-1.102111577987671,-0.9842572212219238,-1.4456099271774292,3.06409239768982,2.6724693775177,2.5568225383758545,2.805809259414673,2.279047966003418,2.461008310317993,2.767561674118042,3.049780368804932,3.1114935874938965,3.006211042404175,2.767810106277466,2.7574052810668945,-0.9051793813705444,2.448771476745605,2.6991496086120605
ItalyPowerDemand,0.97486811876297,0.1811612099409103,0.2977237999439239,2.4740805625915527,1.948140382766724,3.818040370941162,4.560121059417725,4.195352077484131,2.257342576980591,3.6326732635498047,0.4151235818862915,1.0088163614273071,0.2525602281093597,-0.0138100581243634,0.4449101388454437,3.5007894039154053,3.1516048908233643,3.5995450019836426,3.7732129096984863,3.062298536300659,4.580700397491455,3.742579460144043,4.453518390655518,4.641015529632568,4.418502330780029,0.9753597974777222,3.81514048576355,0.4415066838264465,3.551215648651123,4.419213771820068
LargeKitchenAppliances,10.49811840057373,9.261334419250488,9.457354545593262,9.776971817016602,9.976643562316896,10.732593536376951,12.153980255126951,10.394676208496094,10.356759071350098,10.358378410339355,7.198500156402588,6.294773578643799,5.797673225402832,5.203181743621826,6.6477532386779785,12.296643257141112,10.389132499694824,9.809775352478027,8.318893432617188,12.06069278717041,11.801541328430176,10.935410499572754,10.006707191467283,10.209890365600586,9.695528984069824,9.857723236083984,10.717784881591797,6.492098331451416,11.032792091369627,10.716208457946776
Lightning2,7.488471984863281,7.252907752990723,6.847297668457031,6.013554096221924,5.339105129241943,6.057518482208252,6.553685665130615,6.863265514373779,7.150160312652588,6.084001064300537,1.368880033493042,2.045262575149536,2.521718740463257,1.6833027601242063,2.4596662521362305,6.192047595977783,6.98277473449707,6.731113910675049,5.291147232055664,5.512434482574463,5.917210102081299,6.645938396453857,6.503382682800293,6.808842658996582,6.503672122955322,6.434691429138184,6.692564964294434,1.925935864448548,6.534111499786377,6.758002758026123
Lightning7,4.552295207977295,3.711390495300293,3.455507516860962,4.271307468414307,3.965823888778688,3.7500314712524414,4.089240550994873,4.206084728240967,3.9900097846984863,4.316714286804199,0.159543752670288,0.1245771944522857,-0.8898121118545532,-0.5548966526985168,-1.1884669065475464,4.789173126220703,3.811511993408203,3.912744045257568,4.237253189086914,3.4233546257019043,3.203969955444336,4.00604248046875,3.752948760986328,3.928688764572144,4.409202098846436,4.037890911102295,3.888077974319458,-0.0308501236140728,3.8838086128234863,3.802456140518189
Mallat,4.631640434265137,6.745752334594727,5.5861496925354,6.455495357513428,4.928872585296631,5.8403000831604,6.942102432250977,7.495009422302246,6.297471523284912,6.154687881469727,-1.9438042640686035,-4.024453639984131,-2.9241130352020264,-2.238709211349488,-1.315682053565979,6.33031177520752,5.130326271057129,3.745110750198364,4.989202499389648,6.865830421447754,6.003118991851807,6.955872058868408,4.142406463623047,5.238029956817627,4.389036655426025,5.251963138580322,6.054923534393311,-3.598552942276001,4.66363525390625,4.654261589050293
Meat,3.2459073066711426,4.052244186401367,3.3027002811431885,0.5889876484870911,1.85076117515564,3.4773902893066406,2.975785732269287,8.96190357208252,7.016321182250977,7.993186950683594,-0.7890042066574097,-0.954102098941803,0.386985033750534,-0.1781706511974334,0.0127845760434865,-0.7435552477836609,3.205946922302246,4.13158655166626,5.222013473510742,4.911674976348877,3.45700740814209,6.255503177642822,8.084494590759277,6.861593723297119,0.9991651177406312,2.274255990982056,6.091314315795898,-0.268388569355011,4.743180751800537,6.054137706756592
